time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
19.5,car_north_peak_003_rider,gNB_4G_1,-67,gNB_4G_2,-78,0.4096,0,-1,0,39.7605,28
19.5,ue_n042_0002,gNB_4G_2,-75,gNB_5G,-73,0.4096,2,5.03993,0,32.3185,28
19.5,ue_ujeongwon_0001,gNB_4G_1,-75,gNB_5G,-83,0.4096,2,8.83993,1,42.2128,28
19.5,car_north_peak_004,gNB_4G_1,-65,gNB_5G,-81,0.4096,0,-1,0,40.4308,28
19.5,car_north_peak_005,gNB_4G_1,-69,gNB_5G,-80,0.4096,0,-1,0,30.9273,28
20.5,ue_n042_0001,gNB_5G,-75,gNB_4G_2,-74,0.4096,3,1.63993,1,35.0115,28
20.5,car_north_peak_001,gNB_4G_1,-55,gNB_5G,-94,0.4096,0,-1,0,49.8806,28
20.5,car_north_peak_002_rider,gNB_4G_1,-57,gNB_5G,-83,0.4096,0,-1,0,33.8686,28
20.5,car_north_peak_003_rider,gNB_4G_1,-71,gNB_4G_2,-75,0.4096,0,-1,0,49.0724,28
20.5,ue_n042_0002,gNB_4G_2,-71,gNB_5G,-79,0.4096,2,6.03993,0,10.032,28
20.5,ue_ujeongwon_0001,gNB_4G_1,-73,gNB_5G,-71,0.4096,2,9.83993,1,31.0313,28
20.5,car_north_peak_004,gNB_4G_1,-67,gNB_5G,-81,0.4096,0,-1,0,42.8619,28
20.5,car_north_peak_005,gNB_4G_1,-67,gNB_5G,-79,0.4096,0,-1,0,19.8904,22
21.5,ue_n042_0001,gNB_4G_2,-70,gNB_5G,-76,0.344064,4,0.839928,1,25.4406,11
21.5,car_north_peak_001,gNB_4G_1,-52,gNB_4G_2,-98,0.4096,0,-1,0,72.2693,28
21.5,car_north_peak_002_rider,gNB_4G_1,-57,gNB_5G,-87,0.4096,0,-1,0,43.8511,28
21.5,car_north_peak_003_rider,gNB_4G_1,-62,gNB_4G_2,-74,0.4096,0,-1,0,29.9016,27
21.5,ue_n042_0002,gNB_4G_2,-72,gNB_5G,-81,0.4096,2,7.03993,0,30.6763,28
21.5,ue_ujeongwon_0001,gNB_5G,-72,gNB_4G_1,-76,0.401408,3,0.839928,1,9.28507,16
21.5,car_north_peak_004,gNB_4G_1,-69,gNB_4G_2,-77,0.4096,0,-1,0,17.1732,28
21.5,car_north_peak_005,gNB_4G_1,-64,gNB_5G,-80,0.4096,0,-1,0,21.8205,24
21.5,ue_n043_0001,gNB_5G,-76,gNB_4G_2,-76,0.172032,0,-1,0,32.6248,28
22.5,ue_n042_0001,gNB_4G_2,-72,gNB_5G,-74,0.4096,4,1.83993,1,27.7935,27
22.5,car_north_peak_001,gNB_4G_1,-56,gNB_4G_2,-97,0.4096,0,-1,0,83.1451,28
22.5,car_north_peak_002_rider,gNB_4G_1,-58,gNB_5G,-81,0.4096,0,-1,0,49.005,28
22.5,car_north_peak_003_rider,gNB_4G_1,-60,gNB_4G_2,-78,0.4096,0,-1,0,30.7031,28
22.5,ue_n042_0002,gNB_5G,-73,gNB_4G_2,-81,0.303104,3,0.839928,1,30.6157,11
22.5,ue_ujeongwon_0001,gNB_4G_1,-77,gNB_5G,-98,0.401408,4,0.839928,1,40.3537,28
22.5,car_north_peak_004,gNB_4G_1,-75,gNB_4G_2,-77,0.4096,0,-1,0,25.1663,28
22.5,car_north_peak_005,gNB_4G_1,-66,gNB_5G,-82,0.401408,0,-1,0,19.3076,22
22.5,ue_n043_0001,gNB_5G,-73,gNB_4G_2,-82,0.4096,0,-1,0,35.6544,4
22.5,ue_n042_0003,gNB_5G,-71,gNB_4G_2,-82,0.090112,1,0.0399284,0,38.1916,28
23.5,ue_n042_0001,gNB_4G_2,-65,gNB_5G,-81,0.4096,4,2.83993,1,16.6461,20
23.5,car_north_peak_001,gNB_4G_1,-43,gNB_5G,-79,0.4096,0,-1,0,86.1655,28
23.5,car_north_peak_002_rider,gNB_4G_1,-58,gNB_5G,-81,0.4096,0,-1,0,51.2262,28
23.5,car_north_peak_003_rider,gNB_4G_1,-57,gNB_4G_2,-77,0.4096,0,-1,0,51.474,28
23.5,ue_n042_0002,gNB_4G_2,-66,gNB_5G,-76,0.45056,4,0.839928,1,43.6934,22
23.5,ue_ujeongwon_0001,gNB_4G_1,-68,gNB_4G_2,-105,0.4096,4,1.83993,1,39.2533,28
23.5,car_north_peak_004,gNB_4G_1,-62,gNB_4G_2,-74,0.4096,0,-1,0,55.4582,28
23.5,car_north_peak_005,gNB_4G_1,-64,gNB_4G_2,-77,0.4096,0,-1,0,50.3752,28
23.5,ue_n043_0001,gNB_5G,-74,gNB_4G_2,-77,0.4096,0,-1,0,34.4652,28
23.5,ue_n042_0003,gNB_5G,-72,gNB_4G_2,-82,0.4096,1,1.03993,0,17.579,28
24.5,ue_n042_0001,gNB_4G_2,-72,gNB_5G,-87,0.4096,4,3.83993,1,11.4031,13
24.5,car_north_peak_001,gNB_4G_1,-42,gNB_5G,-75,0.4096,0,-1,0,53.8131,28
24.5,car_north_peak_002_rider,gNB_4G_1,-55,gNB_4G_2,-99,0.4096,0,-1,0,59.5181,28
24.5,car_north_peak_003_rider,gNB_4G_1,-55,gNB_5G,-84,0.4096,0,-1,0,49.754,28
24.5,ue_n042_0002,gNB_4G_2,-71,gNB_5G,-76,0.344064,4,1.83993,1,34.8967,8
24.5,ue_ujeongwon_0001,gNB_4G_1,-64,gNB_5G,-105,0.4096,4,2.83993,1,30.8032,16
24.5,car_north_peak_004,gNB_4G_1,-57,gNB_4G_2,-74,0.4096,0,-1,0,24.8422,21
24.5,car_north_peak_005,gNB_4G_1,-56,gNB_4G_2,-77,0.4096,0,-1,0,37.5611,28
24.5,ue_n043_0001,gNB_5G,-76,gNB_4G_2,-75,0.344064,0,-1,0,35.097,28
24.5,ue_n042_0003,gNB_5G,-72,gNB_4G_2,-85,0.4096,1,2.03993,0,12.2678,28
25.5,ue_n042_0001,gNB_4G_2,-72,gNB_5G,-78,0.4096,4,4.83993,1,27.3595,28
25.5,car_north_peak_001,gNB_4G_1,-41,gNB_5G,-79,0.4096,0,-1,0,75.851,28
25.5,car_north_peak_002_rider,gNB_4G_1,-50,gNB_4G_2,-98,0.4096,0,-1,0,74.6065,28
25.5,car_north_peak_003_rider,gNB_4G_1,-57,gNB_5G,-89,0.4096,0,-1,0,52.2074,28
25.5,ue_n042_0002,gNB_4G_2,-70,gNB_5G,-74,0.393216,4,2.83993,1,38.8725,20
25.5,ue_ujeongwon_0001,gNB_4G_1,-65,gNB_5G,-102,0.4096,4,3.83993,1,29.9154,28
25.5,car_north_peak_004,gNB_4G_1,-57,gNB_4G_2,-74,0.4096,0,-1,0,47.9282,28
25.5,car_north_peak_005,gNB_4G_1,-64,gNB_4G_2,-77,0.4096,0,-1,0,40.6891,28
25.5,ue_n043_0001,gNB_4G_1,-69,gNB_5G,-76,0.393216,1,0.0399284,0,43.1332,28
25.5,ue_n042_0003,gNB_5G,-75,gNB_4G_2,-86,0.4096,1,3.03993,0,15.0176,26
25.5,ue_n001_0001,gNB_4G_1,-64,gNB_5G,-85,0.172032,0,-1,0,51.1122,28
26.5,ue_n042_0001,gNB_4G_2,-78,gNB_5G,-79,0.4096,4,5.83993,1,30.6737,28
26.5,car_north_peak_001,gNB_4G_1,-45,gNB_5G,-72,0.4096,0,-1,0,55.1845,28
26.5,car_north_peak_002_rider,gNB_4G_1,-55,gNB_4G_2,-97,0.4096,0,-1,0,82.0597,28
26.5,car_north_peak_003_rider,gNB_4G_1,-58,gNB_5G,-81,0.4096,0,-1,0,59.6252,28
26.5,ue_n042_0002,gNB_4G_2,-71,gNB_5G,-76,0.4096,4,3.83993,1,19.9671,21
26.5,ue_ujeongwon_0001,gNB_4G_1,-66,gNB_5G,-94,0.4096,4,4.83993,1,39.9628,28
26.5,car_north_peak_004,gNB_4G_1,-63,gNB_4G_2,-77,0.4096,0,-1,0,51.6872,28
26.5,car_north_peak_005,gNB_4G_1,-63,gNB_4G_2,-76,0.4096,0,-1,0,48.7139,28
26.5,ue_n043_0001,gNB_4G_1,-69,gNB_5G,-76,0.4096,1,1.03993,0,39.8102,28
26.5,ue_n042_0003,gNB_5G,-80,gNB_4G_2,-90,0.4096,1,4.03993,0,11.3302,28
26.5,ue_n001_0001,gNB_4G_1,-65,gNB_5G,-83,0.4096,0,-1,0,47.4954,28
27.5,ue_n042_0001,gNB_4G_2,-71,gNB_5G,-78,0.4096,4,6.83993,1,33.3996,28
27.5,car_north_peak_001,gNB_4G_1,-43,gNB_5G,-73,0.4096,0,-1,0,57.9635,28
27.5,car_north_peak_002_rider,gNB_4G_1,-42,gNB_5G,-79,0.4096,0,-1,0,86.107,28
27.5,car_north_peak_003_rider,gNB_4G_1,-53,gNB_5G,-83,0.4096,0,-1,0,48.7648,28
27.5,ue_n042_0002,gNB_4G_2,-71,gNB_5G,-86,0.4096,4,4.83993,1,39.0265,28
27.5,ue_ujeongwon_0001,gNB_4G_1,-61,gNB_5G,-104,0.4096,4,5.83993,1,39.6223,28
27.5,car_north_peak_004,gNB_4G_1,-61,gNB_5G,-85,0.4096,0,-1,0,40.6929,28
27.5,car_north_peak_005,gNB_4G_1,-61,gNB_4G_2,-78,0.4096,0,-1,0,44.1069,28
27.5,ue_n043_0001,gNB_4G_1,-70,gNB_5G,-76,0.4096,1,2.03993,0,39.8487,28
27.5,ue_n042_0003,gNB_5G,-76,gNB_4G_2,-83,0.4096,1,5.03993,0,23.5557,28
27.5,ue_n001_0001,gNB_4G_1,-64,gNB_5G,-82,0.4096,0,-1,0,48.5633,28
28.5,ue_n042_0001,gNB_4G_2,-73,gNB_5G,-80,0.4096,4,7.83993,1,42.3756,28
28.5,car_north_peak_001,gNB_4G_1,-41,gNB_5G,-72,0.4096,0,-1,0,57.6576,28
28.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-75,0.4096,0,-1,0,84.6526,28
28.5,car_north_peak_003_rider,gNB_4G_1,-50,gNB_5G,-98,0.4096,0,-1,0,49.9462,28
28.5,ue_n042_0002,gNB_4G_2,-74,gNB_5G,-79,0.4096,4,5.83993,1,9.22163,28
28.5,ue_ujeongwon_0001,gNB_4G_1,-61,gNB_5G,-105,0.4096,4,6.83993,1,35.0927,11
28.5,car_north_peak_004,gNB_4G_1,-62,gNB_5G,-84,0.4096,0,-1,0,46.5489,28
28.5,car_north_peak_005,gNB_4G_1,-61,gNB_4G_2,-78,0.4096,0,-1,0,45.9302,28
28.5,ue_n043_0001,gNB_4G_1,-71,gNB_4G_2,-76,0.401408,1,3.03993,0,28.4617,28
28.5,ue_n042_0003,gNB_5G,-73,gNB_4G_2,-90,0.4096,1,6.03993,0,9.68094,28
28.5,ue_n001_0001,gNB_4G_1,-62,gNB_5G,-83,0.4096,0,-1,0,49.8173,28
29.5,ue_n042_0001,gNB_4G_2,-68,gNB_5G,-71,0.4096,4,8.83993,1,36.2417,28
29.5,car_north_peak_001,gNB_4G_1,-51,gNB_5G,-78,0.4096,0,-1,0,49.4376,28
29.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_5G,-75,0.4096,0,-1,0,78.044,28
29.5,car_north_peak_003_rider,gNB_4G_1,-55,gNB_4G_2,-99,0.4096,0,-1,0,68.3577,28
29.5,ue_n042_0002,gNB_4G_2,-78,gNB_5G,-82,0.4096,4,6.83993,1,34.9207,28
29.5,ue_ujeongwon_0001,gNB_4G_1,-65,gNB_5G,-101,0.4096,4,7.83993,1,40.0434,28
29.5,car_north_peak_004,gNB_4G_1,-65,gNB_5G,-84,0.4096,0,-1,0,45.7615,28
29.5,car_north_peak_005,gNB_4G_1,-60,gNB_5G,-80,0.4096,0,-1,0,52.6796,28
29.5,ue_n043_0001,gNB_4G_2,-72,gNB_5G,-81,0.4096,2,0.839928,0,15.0974,28
29.5,ue_n042_0003,gNB_5G,-75,gNB_4G_2,-83,0.4096,1,7.03993,0,42.2868,28
29.5,ue_n001_0001,gNB_4G_1,-61,gNB_5G,-84,0.4096,0,-1,0,25.06,24
30.5,ue_n042_0001,gNB_4G_2,-69,gNB_5G,-75,0.4096,4,9.83993,1,35.5581,28
30.5,car_north_peak_001,gNB_4G_1,-59,gNB_5G,-81,0.4096,0,-1,0,57.9498,28
30.5,car_north_peak_002_rider,gNB_4G_1,-43,gNB_5G,-84,0.4096,0,-1,0,63.2548,28
30.5,car_north_peak_003_rider,gNB_4G_1,-56,gNB_4G_2,-100,0.4096,0,-1,0,79.514,28
30.5,ue_n042_0002,gNB_4G_2,-71,gNB_5G,-78,0.4096,4,7.83993,1,34.2578,28
30.5,ue_ujeongwon_0001,gNB_4G_1,-59,gNB_4G_2,-98,0.4096,4,8.83993,1,36.5122,28
30.5,car_north_peak_004,gNB_4G_1,-61,gNB_4G_2,-101,0.4096,0,-1,0,44.8819,28
30.5,car_north_peak_005,gNB_4G_1,-59,gNB_5G,-80,0.4096,0,-1,0,46.1006,28
30.5,ue_n043_0001,gNB_4G_2,-74,gNB_5G,-81,0.4096,2,1.83993,0,37.6614,28
30.5,ue_n042_0003,gNB_5G,-69,gNB_4G_2,-83,0.4096,1,8.03993,0,18.321,28
30.5,ue_n001_0001,gNB_4G_1,-63,gNB_5G,-82,0.4096,0,-1,0,32.5984,28
31.5,ue_n042_0001,gNB_4G_2,-72,gNB_5G,-75,0.4096,4,10.8399,1,38.7899,28
31.5,car_north_peak_001,gNB_4G_1,-54,gNB_5G,-89,0.4096,0,-1,0,52.8191,28
31.5,car_north_peak_002_rider,gNB_4G_1,-50,gNB_5G,-77,0.4096,0,-1,0,50.9001,28
31.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_5G,-82,0.4096,0,-1,0,76.5573,28
31.5,ue_n042_0002,gNB_4G_2,-76,gNB_5G,-77,0.4096,4,8.83993,1,40.5385,28
31.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_4G_2,-99,0.4096,4,9.83993,1,46.3149,28
31.5,car_north_peak_004,gNB_4G_1,-49,gNB_4G_2,-100,0.4096,0,-1,0,58.0222,28
31.5,car_north_peak_005,gNB_4G_1,-63,gNB_5G,-84,0.4096,0,-1,0,48.808,28
31.5,ue_n043_0001,gNB_4G_2,-72,gNB_5G,-80,0.4096,2,2.83993,0,26.8404,28
31.5,ue_n042_0003,gNB_5G,-74,gNB_4G_2,-87,0.4096,1,9.03993,0,32.5699,28
31.5,ue_n001_0001,gNB_4G_1,-64,gNB_5G,-80,0.4096,0,-1,0,47.4915,28
32.5,ue_n042_0001,gNB_4G_2,-67,gNB_5G,-79,0.4096,4,11.8399,1,37.5521,28
32.5,car_north_peak_001,gNB_4G_1,-55,gNB_5G,-90,0.4096,0,-1,0,36.7536,28
32.5,car_north_peak_002_rider,gNB_4G_1,-51,gNB_5G,-89,0.4096,0,-1,0,20.7867,22
32.5,car_north_peak_003_rider,gNB_4G_1,-47,gNB_5G,-81,0.4096,0,-1,0,58.3719,28
32.5,ue_n042_0002,gNB_4G_2,-65,gNB_5G,-75,0.4096,4,9.83993,1,38.9092,28
32.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_4G_2,-103,0.4096,4,10.8399,1,48.3777,28
32.5,car_north_peak_004,gNB_4G_1,-48,gNB_4G_2,-99,0.4096,0,-1,0,77.1193,28
32.5,car_north_peak_005,gNB_4G_1,-60,gNB_5G,-83,0.4096,0,-1,0,44.456,28
32.5,ue_n043_0001,gNB_4G_2,-73,gNB_5G,-83,0.4096,2,3.83993,0,37.1909,28
32.5,ue_n042_0003,gNB_5G,-74,gNB_4G_2,-76,0.401408,1,10.0399,0,30.9106,11
