time_s,cell,tx_power_dbm,ret_tilt_deg,ret_bearing_deg,ttt_ms,hysteresis_db,num_ues,avg_rsrp_dbm,ho_in_count,ho_out_count,pingpong_count,avg_throughput_mbps,prb_utilization_pct,energy_state,tx_power_watts,energy_efficiency_mbps_per_w
17.5,gNB_4G_2,43,15,0,256,3,2,-72.5,2,2,0,0.4096,1.66667,ON,223.777,0.00366078
18.5,gNB_5G,43,15,10,256,3,0,nan,3,3,1,0,0,ON,223.777,0
18.5,gNB_4G_1,43,15,0,256,3,6,-64.5,1,1,0,0.4096,5.01667,ON,223.777,0.0109823
18.5,gNB_4G_2,43,15,0,256,3,2,-71,2,2,0,0.4096,1.7,ON,223.777,0.00366078
19.5,gNB_5G,43,15,10,256,3,1,-73,4,3,1,0.4096,2.075,ON,223.777,0.00183039
19.5,gNB_4G_1,43,15,0,256,3,6,-66.1667,1,1,0,0.4096,6.28333,ON,223.777,0.0109823
19.5,gNB_4G_2,43,15,0,256,3,1,-75,2,3,1,0.4096,2.08333,ON,223.777,0.00183039
20.5,gNB_5G,43,15,10,256,3,1,-75,4,3,1,0.4096,3.075,ON,223.777,0.00183039
20.5,gNB_4G_1,43,15,0,256,3,6,-65,1,1,0,0.4096,6.59167,ON,223.777,0.0109823
20.5,gNB_4G_2,43,15,0,256,3,1,-71,2,3,1,0.4096,1.88333,ON,223.777,0.00183039
21.5,gNB_5G,43,15,10,256,3,2,-74,5,4,2,0.28672,5.9,ON,223.777,0.00256255
21.5,gNB_4G_1,43,15,0,256,3,5,-60.8,1,2,1,0.4096,6.16667,ON,223.777,0.00915195
21.5,gNB_4G_2,43,15,0,256,3,2,-71,3,3,1,0.376832,6.1,ON,223.777,0.00336792
22.5,gNB_5G,43,15,10,256,3,3,-72.3333,7,5,3,0.267605,8.05,ON,223.777,0.00358757
22.5,gNB_4G_1,43,15,0,256,3,6,-65.3333,2,2,1,0.406869,7.84167,ON,223.777,0.0109091
22.5,gNB_4G_2,43,15,0,256,3,1,-72,3,5,2,0.4096,5.85833,ON,223.777,0.00183039
23.5,gNB_5G,43,15,10,256,3,2,-73,7,6,4,0.4096,4.275,ON,223.777,0.00366078
23.5,gNB_4G_1,43,15,0,256,3,6,-58.6667,2,2,1,0.4096,6.58333,ON,223.777,0.0109823
23.5,gNB_4G_2,43,15,0,256,3,2,-65.5,4,5,2,0.43008,3.225,ON,223.777,0.00384382
24.5,gNB_5G,43,15,10,256,3,2,-74,7,6,4,0.376832,4.775,ON,223.777,0.00336792
24.5,gNB_4G_1,43,15,0,256,3,6,-54.8333,2,2,1,0.4096,6.03333,ON,223.777,0.0109823
24.5,gNB_4G_2,43,15,0,256,3,2,-71.5,4,5,2,0.376832,4.04167,ON,223.777,0.00336792
25.5,gNB_5G,43,15,10,256,3,1,-75,7,7,4,0.4096,5.48333,ON,223.777,0.00183039
25.5,gNB_4G_1,43,15,0,256,3,8,-58.375,3,2,1,0.377856,7.73333,ON,223.777,0.0135083
25.5,gNB_4G_2,43,15,0,256,3,2,-71,4,5,2,0.401408,4.40833,ON,223.777,0.00358757
26.5,gNB_5G,43,15,10,256,3,1,-80,7,7,4,0.4096,1.41667,ON,223.777,0.00183039
26.5,gNB_4G_1,43,15,0,256,3,8,-60.5,3,2,1,0.4096,7.91667,ON,223.777,0.0146431
26.5,gNB_4G_2,43,15,0,256,3,2,-74.5,4,5,2,0.4096,2.34167,ON,223.777,0.00366078
27.5,gNB_5G,43,15,10,256,3,1,-76,7,7,4,0.4096,1.38333,ON,223.777,0.00183039
27.5,gNB_4G_1,43,15,0,256,3,8,-56.875,3,2,1,0.4096,7.93333,ON,223.777,0.0146431
27.5,gNB_4G_2,43,15,0,256,3,2,-71,4,5,2,0.4096,2.36667,ON,223.777,0.00366078
28.5,gNB_5G,43,15,10,256,3,1,-73,7,7,4,0.4096,1.79167,ON,223.777,0.00183039
28.5,gNB_4G_1,43,15,0,256,3,8,-55.75,3,2,1,0.408576,8.61667,ON,223.777,0.0146065
28.5,gNB_4G_2,43,15,0,256,3,2,-73.5,4,5,2,0.4096,3.10833,ON,223.777,0.00366078
29.5,gNB_5G,43,15,10,256,3,1,-75,7,7,4,0.4096,1.925,ON,223.777,0.00183039
29.5,gNB_4G_1,43,15,0,256,3,7,-56.5714,3,3,1,0.4096,6.41667,ON,223.777,0.0128127
29.5,gNB_4G_2,43,15,0,256,3,3,-72.6667,5,5,2,0.4096,3.68333,ON,223.777,0.00549117
30.5,gNB_5G,43,15,10,256,3,1,-69,7,7,4,0.4096,1.35,ON,223.777,0.00183039
30.5,gNB_4G_1,43,15,0,256,3,7,-57.1429,3,3,1,0.4096,6.05833,ON,223.777,0.0128127
30.5,gNB_4G_2,43,15,0,256,3,3,-71.3333,5,5,2,0.4096,3.31667,ON,223.777,0.00549117
31.5,gNB_5G,43,15,10,256,3,1,-74,7,7,4,0.4096,1.7,ON,223.777,0.00183039
31.5,gNB_4G_1,43,15,0,256,3,7,-53.1429,3,3,1,0.4096,6.16667,ON,223.777,0.0128127
31.5,gNB_4G_2,43,15,0,256,3,3,-73.3333,5,5,2,0.4096,3.63333,ON,223.777,0.00549117
32.5,gNB_5G,43,15,10,256,3,2,-73,8,7,4,0.290816,2.525,ON,223.777,0.00259916
32.5,gNB_4G_1,43,15,0,256,3,8,-55.625,3,4,1,0.381952,8.25,ON,223.777,0.0136547
32.5,gNB_4G_2,43,15,0,256,3,3,-68.3333,5,5,2,0.4096,3.9,ON,223.777,0.00549117
33.5,gNB_5G,43,15,10,256,3,2,-74,8,7,4,0.397312,5.18333,ON,223.777,0.00355096
33.5,gNB_4G_1,43,15,0,256,3,8,-56.625,3,4,1,0.4096,7.43333,ON,223.777,0.0146431
33.5,gNB_4G_2,43,15,0,256,3,3,-69.6667,5,5,2,0.401408,5.725,ON,223.777,0.00538135
34.5,gNB_5G,43,15,10,256,3,2,-69.5,8,7,4,0.4096,5.65,ON,223.777,0.00366078
34.5,gNB_4G_1,43,15,0,256,3,9,-55.5556,3,4,1,0.385024,8.36667,ON,223.777,0.0154851
34.5,gNB_4G_2,43,15,0,256,3,3,-71.6667,5,5,2,0.4096,5.51667,ON,223.777,0.00549117
35.5,gNB_5G,43,15,10,256,3,1,-72,8,8,4,0.4096,2.7,ON,223.777,0.00183039
35.5,gNB_4G_1,43,15,0,256,3,10,-57.5,3,4,1,0.385843,9.49167,ON,223.777,0.0172423
35.5,gNB_4G_2,43,15,0,256,3,4,-73,6,5,2,0.4096,5.825,ON,223.777,0.00732156
36.5,gNB_5G,43,15,10,256,3,0,nan,8,9,5,0,0.4,ON,223.777,0
36.5,gNB_4G_1,43,15,0,256,3,12,-60.8333,4,4,1,0.391168,10.925,ON,223.777,0.0209763
36.5,gNB_4G_2,43,15,0,256,3,4,-72.5,6,5,2,0.4096,4.3,ON,223.777,0.00732156
37.5,gNB_5G,43,15,10,256,3,0,nan,8,9,5,0,0,ON,223.777,0
37.5,gNB_4G_1,43,15,0,256,3,12,-60.8333,4,4,1,0.4096,10.3333,ON,223.777,0.0219647
37.5,gNB_4G_2,43,15,0,256,3,4,-71.25,6,5,2,0.4096,4.16667,ON,223.777,0.00732156
38.5,gNB_5G,43,15,10,256,3,0,nan,8,9,5,0,0,ON,223.777,0
38.5,gNB_4G_1,43,15,0,256,3,13,-62.0769,4,4,1,0.392586,10.775,ON,223.777,0.0228067
38.5,gNB_4G_2,43,15,0,256,3,4,-72,6,5,2,0.4096,3.80833,ON,223.777,0.00732156
39.5,gNB_5G,43,15,10,256,3,0,nan,8,9,5,0,0,ON,223.777,0
39.5,gNB_4G_1,43,15,0,256,3,13,-61.3846,4,4,1,0.4096,10.8333,ON,223.777,0.0237951
39.5,gNB_4G_2,43,15,0,256,3,4,-71,6,5,2,0.4096,3.71667,ON,223.777,0.00732156
40.5,gNB_5G,43,15,10,256,3,1,-73,9,9,5,0.335872,2.475,ON,223.777,0.00150092
40.5,gNB_4G_1,43,15,0,256,3,13,-62.1538,4,4,1,0.40834,12.85,ON,223.777,0.0237219
40.5,gNB_4G_2,43,15,0,256,3,3,-71.6667,6,6,3,0.385024,5.875,ON,223.777,0.0051617
41.5,gNB_5G,43,15,10,256,3,1,-75,9,9,5,0.270336,5.98333,ON,223.777,0.00120806
41.5,gNB_4G_1,43,15,0,256,3,13,-63,4,4,1,0.405819,14.6417,ON,223.777,0.0235754
41.5,gNB_4G_2,43,15,0,256,3,3,-74.3333,6,6,3,0.393216,8.41667,ON,223.777,0.00527153
42.5,gNB_5G,43,15,10,256,3,1,-74,9,10,6,0.114688,3.66667,ON,223.777,0.000512509
42.5,gNB_4G_1,43,15,0,256,3,13,-62.9231,4,4,1,0.41023,12.7667,ON,223.777,0.0238317
42.5,gNB_4G_2,43,15,0,256,3,4,-72.25,7,6,3,0.380928,6.11667,ON,223.777,0.00680905
43.5,gNB_5G,43,15,10,256,3,1,-75,9,10,6,0.385024,3.40833,ON,223.777,0.00172057
43.5,gNB_4G_1,43,15,0,256,3,13,-64.1538,4,4,1,0.4096,13.1333,ON,223.777,0.0237951
43.5,gNB_4G_2,43,15,0,256,3,4,-72,7,6,3,0.403456,5.85833,ON,223.777,0.00721174
44.5,gNB_5G,43,15,10,256,3,1,-74,9,10,6,0.4096,1.7,ON,223.777,0.00183039
44.5,gNB_4G_1,43,15,0,256,3,13,-63.5385,4,4,1,0.4096,12.225,ON,223.777,0.0237951
44.5,gNB_4G_2,43,15,0,256,3,4,-68.75,7,6,3,0.4096,4.58333,ON,223.777,0.00732156
45.5,gNB_5G,43,15,10,256,3,1,-76,9,10,6,0.303104,5.29167,ON,223.777,0.00135449
45.5,gNB_4G_1,43,15,0,256,3,12,-63.5,4,5,1,0.406187,12.7667,ON,223.777,0.0217817
45.5,gNB_4G_2,43,15,0,256,3,5,-68.6,8,6,3,0.37847,8.85,ON,223.777,0.00845641
46.5,gNB_5G,43,15,10,256,3,2,-71,11,11,6,0.393216,8.89167,ON,223.777,0.00351435
46.5,gNB_4G_1,43,15,0,256,3,11,-61.3636,4,6,1,0.406621,14.65,ON,223.777,0.0199879
46.5,gNB_4G_2,43,15,0,256,3,5,-70.4,9,7,3,0.407962,9.675,ON,223.777,0.00911535
47.5,gNB_5G,43,15,10,256,3,1,-67,11,12,7,0.4096,4.01667,ON,223.777,0.00183039
47.5,gNB_4G_1,43,15,0,256,3,12,-63.0833,5,6,1,0.410283,13.5333,ON,223.777,0.0220013
47.5,gNB_4G_2,43,15,0,256,3,5,-72.6,9,7,3,0.4096,7.71667,ON,223.777,0.00915195
48.5,gNB_5G,43,15,10,256,3,2,-68,12,12,7,0.4096,3.04167,ON,223.777,0.00366078
48.5,gNB_4G_1,43,15,0,256,3,14,-62.8571,6,6,1,0.393801,14.4917,ON,223.777,0.0246371
48.5,gNB_4G_2,43,15,0,256,3,3,-66.3333,9,9,3,0.4096,5.31667,ON,223.777,0.00549117
49.5,gNB_5G,43,15,10,256,3,3,-70.6667,12,12,7,0.32768,5.03333,ON,223.777,0.00439294
49.5,gNB_4G_1,43,15,0,256,3,14,-63.6429,6,6,1,0.409015,15.85,ON,223.777,0.0255889
49.5,gNB_4G_2,43,15,0,256,3,3,-67,9,9,3,0.4096,5.425,ON,223.777,0.00549117
50.5,gNB_5G,43,15,10,256,3,5,-71.6,14,12,7,0.407962,8.14167,ON,223.777,0.00911535
50.5,gNB_4G_1,43,15,0,256,3,13,-61.8462,6,7,1,0.40771,15.2667,ON,223.777,0.0236853
50.5,gNB_4G_2,43,15,0,256,3,2,-59.5,9,10,3,0.4096,5.44167,ON,223.777,0.00366078
51.5,gNB_5G,43,15,10,256,3,4,-71.75,14,13,8,0.387072,10.9,ON,223.777,0.00691888
51.5,gNB_4G_1,43,15,0,256,3,12,-62.1667,6,8,1,0.408917,15.7167,ON,223.777,0.0219281
51.5,gNB_4G_2,43,15,0,256,3,4,-63,11,10,3,0.385024,7.75833,ON,223.777,0.00688227
52.5,gNB_5G,43,15,10,256,3,3,-73,14,14,8,0.346795,15.4583,ON,223.777,0.00464919
52.5,gNB_4G_1,43,15,0,256,3,12,-60.8333,6,8,1,0.407552,16.3667,ON,223.777,0.0218549
52.5,gNB_4G_2,43,15,0,256,3,5,-65.6,12,10,3,0.355533,12.3333,ON,223.777,0.0079439
53.5,gNB_5G,43,15,10,256,3,2,-69.5,14,15,8,0.335872,10.6333,ON,223.777,0.00300184
53.5,gNB_4G_1,43,15,0,256,3,13,-60.7692,7,8,1,0.402668,17.4,ON,223.777,0.0233924
53.5,gNB_4G_2,43,15,0,256,3,5,-64.6,12,10,3,0.393216,12.35,ON,223.777,0.00878588
54.5,gNB_5G,43,15,10,256,3,1,-68,14,16,9,0.344064,6.14167,ON,223.777,0.00153753
54.5,gNB_4G_1,43,15,0,256,3,13,-60.5385,7,8,1,0.407079,15.425,ON,223.777,0.0236487
54.5,gNB_4G_2,43,15,0,256,3,6,-65,13,10,3,0.401408,10.7417,ON,223.777,0.0107627
55.5,gNB_5G,43,15,10,256,3,0,nan,14,17,9,0,2.48333,ON,223.777,0
55.5,gNB_4G_1,43,15,0,256,3,15,-62.1333,8,8,1,0.392124,14.8667,ON,223.777,0.0262844
55.5,gNB_4G_2,43,15,0,256,3,6,-66.1667,13,10,3,0.412331,8.14167,ON,223.777,0.0110556
56.5,gNB_5G,43,15,10,256,3,2,-64.5,16,17,9,0.299008,0.716667,ON,223.777,0.00267237
56.5,gNB_4G_1,43,15,0,256,3,13,-61.6923,8,10,2,0.4096,15.4417,ON,223.777,0.0237951
56.5,gNB_4G_2,43,15,0,256,3,7,-65.4286,14,11,3,0.40843,8.71667,ON,223.777,0.0127761
57.5,gNB_5G,43,15,10,256,3,2,-63,16,17,9,0.4096,2.34167,ON,223.777,0.00366078
57.5,gNB_4G_1,43,15,0,256,3,12,-61.75,8,11,2,0.408917,14.7833,ON,223.777,0.0219281
57.5,gNB_4G_2,43,15,0,256,3,8,-65.125,15,11,3,0.408576,11.7,ON,223.777,0.0146065
58.5,gNB_5G,43,15,10,256,3,2,-63.5,16,17,9,0.4096,2.34167,ON,223.777,0.00366078
58.5,gNB_4G_1,43,15,0,256,3,12,-61,8,11,2,0.4096,16.8417,ON,223.777,0.0219647
58.5,gNB_4G_2,43,15,0,256,3,8,-64,15,11,3,0.4096,10.8333,ON,223.777,0.0146431
59.5,gNB_5G,43,15,10,256,3,2,-64,16,17,9,0.4096,2.83333,ON,223.777,0.00366078
59.5,gNB_4G_1,43,15,0,256,3,11,-59.5455,8,12,2,0.4096,13.1833,ON,223.777,0.0201343
59.5,gNB_4G_2,43,15,0,256,3,9,-62.5556,16,11,3,0.4096,13.5833,ON,223.777,0.0164735
60.5,gNB_5G,43,15,10,256,3,2,-65.5,16,17,9,0.4096,2.95,ON,223.777,0.00366078
60.5,gNB_4G_1,43,15,0,256,3,12,-58.0833,9,12,2,0.4096,13.5333,ON,223.777,0.0219647
60.5,gNB_4G_2,43,15,0,256,3,8,-60.75,16,12,3,0.4096,10.8917,ON,223.777,0.0146431
61.5,gNB_5G,43,15,10,256,3,3,-66.3333,17,17,9,0.398677,5.43333,ON,223.777,0.00534474
61.5,gNB_4G_1,43,15,0,256,3,11,-57,9,13,2,0.408111,14.1333,ON,223.777,0.0200611
61.5,gNB_4G_2,43,15,0,256,3,8,-59.25,16,12,3,0.398336,12.1083,ON,223.777,0.0142404
62.5,gNB_5G,43,15,10,256,3,2,-63.5,17,18,9,0.4096,2.525,ON,223.777,0.00366078
62.5,gNB_4G_1,43,15,0,256,3,11,-58.4545,9,13,2,0.408111,14.1417,ON,223.777,0.0200611
62.5,gNB_4G_2,43,15,0,256,3,9,-60.1111,17,12,3,0.40869,14.1333,ON,223.777,0.0164369
63.5,gNB_5G,43,15,10,256,3,2,-62,17,18,9,0.4096,2.71667,ON,223.777,0.00366078
63.5,gNB_4G_1,43,15,0,256,3,11,-53.7273,9,14,3,0.388003,13.0333,ON,223.777,0.0190727
63.5,gNB_4G_2,43,15,0,256,3,10,-59.1,18,12,3,0.403046,14.2,ON,223.777,0.018011
64.5,gNB_5G,43,15,10,256,3,2,-65,17,18,9,0.4096,2.78333,ON,223.777,0.00366078
64.5,gNB_4G_1,43,15,0,256,3,11,-58.8182,9,14,3,0.4096,12.4167,ON,223.777,0.0201343
64.5,gNB_4G_2,43,15,0,256,3,10,-58.8,18,12,3,0.4096,13.6917,ON,223.777,0.0183039
65.5,gNB_5G,43,15,10,256,3,2,-67,17,18,9,0.4096,2.5,ON,223.777,0.00366078
65.5,gNB_4G_1,43,15,0,256,3,12,-61,9,14,3,0.389803,12.4167,ON,223.777,0.0209031
65.5,gNB_4G_2,43,15,0,256,3,10,-60,18,12,3,0.4096,14.3083,ON,223.777,0.0183039
66.5,gNB_5G,43,15,10,256,3,2,-62,17,18,9,0.4096,2.84167,ON,223.777,0.00366078
66.5,gNB_4G_1,43,15,0,256,3,12,-60.75,9,14,3,0.4096,13.5833,ON,223.777,0.0219647
66.5,gNB_4G_2,43,15,0,256,3,10,-59.8,18,12,3,0.4096,14.1917,ON,223.777,0.0183039
67.5,gNB_5G,43,15,10,256,3,2,-64,17,18,9,0.4096,2.94167,ON,223.777,0.00366078
67.5,gNB_4G_1,43,15,0,256,3,12,-61.25,9,14,3,0.406869,13.975,ON,223.777,0.0218183
67.5,gNB_4G_2,43,15,0,256,3,10,-59.4,18,12,3,0.407142,13.675,ON,223.777,0.0181941
68.5,gNB_5G,43,15,10,256,3,2,-64.5,17,18,9,0.4096,2.51667,ON,223.777,0.00366078
68.5,gNB_4G_1,43,15,0,256,3,12,-60.5833,9,14,3,0.405504,13.1917,ON,223.777,0.021745
68.5,gNB_4G_2,43,15,0,256,3,10,-59.2,18,12,3,0.406323,14.05,ON,223.777,0.0181575
69.5,gNB_5G,43,15,10,256,3,2,-61.5,18,19,9,0.4096,2.48333,ON,223.777,0.00366078
69.5,gNB_4G_1,43,15,0,256,3,12,-60.3333,9,14,3,0.4096,12.5667,ON,223.777,0.0219647
69.5,gNB_4G_2,43,15,0,256,3,10,-60.9,19,13,3,0.403046,15.7833,ON,223.777,0.018011
70.5,gNB_5G,43,15,10,256,3,3,-62,19,19,9,0.382293,5.76667,ON,223.777,0.00512509
70.5,gNB_4G_1,43,15,0,256,3,12,-59.8333,9,14,3,0.408235,15.3167,ON,223.777,0.0218915
70.5,gNB_4G_2,43,15,0,256,3,9,-60.8889,19,14,3,0.391396,18.7917,ON,223.777,0.0157414
71.5,gNB_5G,43,15,10,256,3,2,-62.5,19,20,10,0.43008,5.225,ON,223.777,0.00384382
71.5,gNB_4G_1,43,15,0,256,3,12,-59,9,14,3,0.410965,14.2083,ON,223.777,0.0220379
71.5,gNB_4G_2,43,15,0,256,3,10,-62.2,20,14,3,0.39977,18.825,ON,223.777,0.0178646
72.5,gNB_5G,43,15,10,256,3,1,-52,19,21,11,0.4096,1.76667,ON,223.777,0.00183039
72.5,gNB_4G_1,43,15,0,256,3,12,-59.5,9,14,3,0.407552,13.9667,ON,223.777,0.0218549
72.5,gNB_4G_2,43,15,0,256,3,11,-60.5455,21,14,3,0.411089,15.2667,ON,223.777,0.0202075
73.5,gNB_5G,43,15,10,256,3,1,-55,19,21,11,0.4096,0.833333,ON,223.777,0.00183039
73.5,gNB_4G_1,43,15,0,256,3,12,-59.1667,9,14,3,0.383659,15.9667,ON,223.777,0.0205736
73.5,gNB_4G_2,43,15,0,256,3,11,-62,21,14,3,0.403642,15.15,ON,223.777,0.0198414
74.5,gNB_5G,43,15,10,256,3,3,-63.3333,21,21,11,0.363179,8.55,ON,223.777,0.00486884
74.5,gNB_4G_1,43,15,0,256,3,12,-57.9167,9,14,3,0.37888,39.7167,ON,223.777,0.0203173
74.5,gNB_4G_2,43,15,0,256,3,9,-59.2222,21,16,4,0.403228,15.525,ON,223.777,0.0162173
75.5,gNB_5G,43,15,10,256,3,3,-62.3333,21,22,11,0.398677,17.0833,ON,223.777,0.00534474
75.5,gNB_4G_1,43,15,0,256,3,11,-57.2727,9,14,3,0.411834,46.0417,ON,223.777,0.0202441
75.5,gNB_4G_2,43,15,0,256,3,11,-65.2727,22,16,4,0.34034,19.4583,ON,223.777,0.0167298
76.5,gNB_5G,43,15,10,256,3,4,-60.75,23,23,12,0.374784,8.68333,ON,223.777,0.00669923
76.5,gNB_4G_1,43,15,0,256,3,12,-59.75,9,14,3,0.389803,15.05,ON,223.777,0.0209031
76.5,gNB_4G_2,43,15,0,256,3,10,-66.6,23,18,4,0.359629,18.65,ON,223.777,0.0160708
77.5,gNB_5G,43,15,10,256,3,4,-60.5,24,24,13,0.405504,7.80833,ON,223.777,0.00724835
77.5,gNB_4G_1,43,15,0,256,3,12,-59.3333,9,14,3,0.408235,15.6833,ON,223.777,0.0218915
77.5,gNB_4G_2,43,15,0,256,3,10,-66,24,19,5,0.357171,15.2167,ON,223.777,0.015961
78.5,gNB_5G,43,15,10,256,3,5,-64.2,24,24,13,0.363725,7.25833,ON,223.777,0.00812694
78.5,gNB_4G_1,43,15,0,256,3,12,-59.8333,9,14,3,0.408917,16.1667,ON,223.777,0.0219281
78.5,gNB_4G_2,43,15,0,256,3,10,-65.4,24,19,5,0.367821,14.75,ON,223.777,0.0164369
79.5,gNB_5G,43,15,10,256,3,6,-64.6667,25,24,13,0.391851,11.3583,ON,223.777,0.0105064
79.5,gNB_4G_1,43,15,0,256,3,12,-57.9167,9,15,3,0.381611,17.3083,ON,223.777,0.0204638
79.5,gNB_4G_2,43,15,0,256,3,9,-61.1111,24,19,5,0.397767,18.7917,ON,223.777,0.0159976
80.5,gNB_5G,43,15,10,256,3,6,-65.8333,25,24,13,0.410965,12.1417,ON,223.777,0.011019
80.5,gNB_4G_1,43,15,0,256,3,13,-59.8462,10,15,3,0.402668,17.3667,ON,223.777,0.0233924
80.5,gNB_4G_2,43,15,0,256,3,8,-57.25,24,20,5,0.4096,20.0417,ON,223.777,0.0146431
