time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
16.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-72,0.393216,0,-1,0,35.3297,28
16.5,car_north_peak_004,gNB_4G_1,-48,gNB_4G_2,-77,0.16384,0,-1,0,61.8516,28
16.5,car_north_peak_005,gNB_4G_1,-48,gNB_4G_2,-78,0.4096,0,-1,0,30.5463,28
17.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-70,0.270336,0,-1,0,35.9408,28
17.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-76,0.098304,0,-1,0,72.6093,28
17.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-64,0.319488,0,-1,0,67.9154,0
17.5,car_north_peak_003_rider,gNB_4G_1,-52,gNB_5G,-76,0.8192,0,-1,0,60.9945,28
17.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-74,0.679936,0,-1,0,50.4148,28
17.5,ue_ujeongwon_0001,gNB_4G_1,-55,gNB_5G,-74,0.385024,0,-1,0,55.6199,28
17.5,car_north_peak_004,gNB_4G_1,-47,gNB_4G_2,-77,0.155648,0,-1,0,62.2639,28
17.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.4096,0,-1,0,61.4039,28
18.5,ue_n042_0001,gNB_4G_2,-57,gNB_5G,-68,0.278528,0,-1,0,39.8609,28
18.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-77,0.098304,0,-1,0,70.4493,28
18.5,car_north_peak_002_rider,gNB_4G_1,-51,gNB_4G_2,-63,0.311296,0,-1,0,71.4278,0
18.5,car_north_peak_003_rider,gNB_4G_1,-50,gNB_5G,-75,0.8192,0,-1,0,66.0759,28
18.5,ue_n042_0002,gNB_4G_2,-59,gNB_5G,-65,0.688128,0,-1,0,52.2982,28
18.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-80,0.393216,0,-1,0,53.6631,28
18.5,car_north_peak_004,gNB_4G_1,-47,gNB_5G,-76,0.16384,0,-1,0,63.1555,28
18.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.4096,0,-1,0,63.7206,28
19.5,ue_n042_0001,gNB_4G_2,-58,gNB_5G,-72,0.270336,0,-1,0,45.3972,28
19.5,car_north_peak_001,gNB_4G_1,-41,gNB_5G,-79,0.098304,0,-1,0,76.8352,28
19.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-62,0.319488,0,-1,0,72.7984,0
19.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-64,0.8192,0,-1,0,65.9247,28
19.5,ue_n042_0002,gNB_4G_2,-60,gNB_5G,-68,0.679936,0,-1,0,50.3389,28
19.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-70,0.393216,0,-1,0,56.6487,28
19.5,car_north_peak_004,gNB_4G_1,-46,gNB_5G,-71,0.155648,0,-1,0,66.654,28
19.5,car_north_peak_005,gNB_4G_1,-49,gNB_5G,-75,0.4096,0,-1,0,38.8437,28
20.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-71,0.270336,0,-1,0,41.3191,28
20.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-83,0.090112,0,-1,0,74.2455,28
20.5,car_north_peak_002_rider,gNB_4G_1,-43,gNB_4G_2,-77,0.311296,0,-1,0,63.6306,0
20.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-61,0.8192,0,-1,0,63.7989,28
20.5,ue_n042_0002,gNB_4G_2,-59,gNB_5G,-70,0.679936,0,-1,0,53.7785,28
20.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-70,0.385024,0,-1,0,55.3125,28
20.5,car_north_peak_004,gNB_4G_1,-45,gNB_4G_2,-72,0.16384,0,-1,0,67.7229,28
20.5,car_north_peak_005,gNB_4G_1,-48,gNB_5G,-77,0.4096,0,-1,0,61.1446,28
21.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-64,0.278528,0,-1,0,43.9266,28
21.5,car_north_peak_001,gNB_4G_1,-40,gNB_4G_2,-83,0.098304,0,-1,0,79.5628,28
21.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_5G,-78,0.311296,0,-1,0,52.3371,0
21.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_4G_2,-64,0.8192,0,-1,0,70.6194,28
21.5,ue_n042_0002,gNB_4G_2,-58,gNB_5G,-68,0.688128,0,-1,0,51.3401,28
21.5,ue_ujeongwon_0001,gNB_4G_1,-54,gNB_5G,-66,0.393216,0,-1,0,37.0437,28
21.5,car_north_peak_004,gNB_4G_1,-43,gNB_4G_2,-64,0.16384,0,-1,0,67.3388,28
21.5,car_north_peak_005,gNB_4G_1,-51,gNB_5G,-74,0.4096,0,-1,0,58.4049,28
21.5,ue_n043_0001,gNB_4G_2,-66,gNB_5G,-71,0.155648,1,0.0399284,0,50.2244,28
22.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-68,0.270336,0,-1,0,57.6633,28
22.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-82,0.098304,0,-1,0,76.2009,28
22.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-82,0.319488,0,-1,0,73.9313,0
22.5,car_north_peak_003_rider,gNB_4G_1,-43,gNB_4G_2,-62,0.8192,0,-1,0,71.9258,28
22.5,ue_n042_0002,gNB_4G_2,-60,gNB_5G,-72,0.679936,0,-1,0,57.8064,28
22.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-83,0.385024,0,-1,0,58.6884,28
22.5,car_north_peak_004,gNB_4G_1,-41,gNB_4G_2,-64,0.155648,0,-1,0,64.7303,28
22.5,car_north_peak_005,gNB_4G_1,-54,gNB_4G_2,-71,0.4096,0,-1,0,25.6746,25
22.5,ue_n043_0001,gNB_4G_2,-64,gNB_5G,-70,0.360448,1,1.03993,0,50.4915,28
22.5,ue_n042_0003,gNB_4G_2,-69,gNB_5G,-70,0.16384,0,-1,0,22.9136,25
