time_s,cell,tx_power_dbm,ret_tilt_deg,ret_bearing_deg,ttt_ms,hysteresis_db,num_ues,avg_rsrp_dbm,ho_in_count,ho_out_count,pingpong_count,avg_throughput_mbps,prb_utilization_pct,energy_state,tx_power_watts,energy_efficiency_mbps_per_w
17.5,gNB_4G_2,43,15,0,256,3,2,-55.5,0,0,0,0.475136,2.95,ON,223.777,0.00424651
18.5,gNB_5G,43,15,10,256,3,0,nan,0,0,0,0,0,ON,223.777,0
18.5,gNB_4G_1,43,15,0,256,3,6,-48.1667,0,0,0,0.365909,7.18333,ON,223.777,0.0098109
18.5,gNB_4G_2,43,15,0,256,3,2,-58,0,0,0,0.483328,3,ON,223.777,0.00431972
19.5,gNB_5G,43,15,10,256,3,0,nan,0,0,0,0,0,ON,223.777,0
19.5,gNB_4G_1,43,15,0,256,3,6,-47.3333,0,0,0,0.365909,7.66667,ON,223.777,0.0098109
19.5,gNB_4G_2,43,15,0,256,3,2,-59,0,0,0,0.475136,2.9,ON,223.777,0.00424651
20.5,gNB_5G,43,15,10,256,3,0,nan,0,0,0,0,0,ON,223.777,0
20.5,gNB_4G_1,43,15,0,256,3,6,-46.1667,0,0,0,0.363179,7.15,ON,223.777,0.00973768
20.5,gNB_4G_2,43,15,0,256,3,2,-57.5,0,0,0,0.475136,2.9,ON,223.777,0.00424651
21.5,gNB_5G,43,15,10,256,3,0,nan,0,1,0,0,0.808333,ON,223.777,0
21.5,gNB_4G_1,43,15,0,256,3,6,-44.5,0,0,0,0.365909,7.025,ON,223.777,0.0098109
21.5,gNB_4G_2,43,15,0,256,3,3,-60,1,0,0,0.374101,3.55833,ON,223.777,0.00501527
22.5,gNB_5G,43,15,10,256,3,0,nan,0,1,0,0,0,ON,223.777,0
22.5,gNB_4G_1,43,15,0,256,3,6,-45.5,0,0,0,0.364544,7.3,ON,223.777,0.00977429
22.5,gNB_4G_2,43,15,0,256,3,4,-62,1,0,0,0.36864,5.46667,ON,223.777,0.00658941
