time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
13.5,ue_n042_0002,gNB_4G_2,-62,gNB_5G,-68,0.180224,2,5.63993,1,33.4744,28
13.5,ue_ujeongwon_0001,gNB_4G_1,-58,gNB_5G,-66,0.548864,0,-1,0,49.76,28
13.5,car_north_peak_004,gNB_4G_1,-44,gNB_4G_2,-77,0.679936,0,-1,0,66.7919,28
14.5,ue_n042_0001,gNB_4G_2,-54,gNB_5G,-67,0.73728,2,9.63993,1,41.6402,28
14.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-67,0.36864,0,-1,0,66.8562,28
14.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-68,0.278528,0,-1,0,67.7198,28
14.5,car_north_peak_003_rider,gNB_4G_1,-48,gNB_5G,-76,0.581632,0,-1,0,38.4619,28
14.5,ue_n042_0002,gNB_4G_2,-61,gNB_5G,-67,0.180224,2,6.63993,1,53.8803,28
14.5,ue_ujeongwon_0001,gNB_4G_1,-58,gNB_5G,-68,0.540672,0,-1,0,55.0271,28
14.5,car_north_peak_004,gNB_4G_1,-46,gNB_4G_2,-78,0.688128,0,-1,0,64.5962,28
15.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-67,0.745472,2,10.6399,1,52.3231,28
15.5,car_north_peak_001,gNB_4G_1,-43,gNB_4G_2,-67,0.376832,0,-1,0,70.347,28
15.5,car_north_peak_002_rider,gNB_4G_1,-44,gNB_4G_2,-64,0.28672,0,-1,0,67.9005,28
15.5,car_north_peak_003_rider,gNB_4G_1,-49,gNB_5G,-74,0.589824,0,-1,0,61.1454,28
15.5,ue_n042_0002,gNB_4G_2,-56,gNB_5G,-66,0.172032,2,7.63993,1,54.6108,28
15.5,ue_ujeongwon_0001,gNB_4G_1,-57,gNB_5G,-85,0.548864,0,-1,0,51.8972,28
15.5,car_north_peak_004,gNB_4G_1,-48,gNB_4G_2,-78,0.679936,0,-1,0,59.8086,28
15.5,car_north_peak_005,gNB_4G_1,-48,gNB_4G_2,-78,0.352256,0,-1,0,64.1281,28
16.5,ue_n042_0001,gNB_4G_2,-57,gNB_5G,-69,0.745472,2,11.6399,1,35.1764,28
16.5,car_north_peak_001,gNB_4G_1,-43,gNB_4G_2,-67,0.36864,0,-1,0,66.4125,28
16.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-64,0.278528,0,-1,0,64.7204,28
16.5,car_north_peak_003_rider,gNB_4G_1,-52,gNB_5G,-76,0.581632,0,-1,0,58.3568,28
16.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-68,0.180224,2,8.63993,1,56.8227,28
16.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-78,0.548864,0,-1,0,52.8125,28
16.5,car_north_peak_004,gNB_4G_1,-48,gNB_5G,-77,0.679936,0,-1,0,34.7804,28
16.5,car_north_peak_005,gNB_4G_1,-48,gNB_4G_2,-78,0.8192,0,-1,0,58.6655,28
17.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-67,0.745472,2,12.6399,1,53.0799,28
17.5,car_north_peak_001,gNB_4G_1,-38,gNB_4G_2,-78,0.36864,0,-1,0,72.6093,28
17.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-64,0.28672,0,-1,0,67.7718,28
17.5,car_north_peak_003_rider,gNB_4G_1,-52,gNB_5G,-76,0.589824,0,-1,0,60.9945,28
17.5,ue_n042_0002,gNB_4G_2,-57,gNB_5G,-69,0.180224,2,9.63993,1,47.1812,28
17.5,ue_ujeongwon_0001,gNB_4G_1,-55,gNB_5G,-80,0.540672,0,-1,0,55.6199,28
17.5,car_north_peak_004,gNB_4G_1,-47,gNB_5G,-76,0.688128,0,-1,0,62.2639,28
17.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.8192,0,-1,0,61.4039,28
18.5,ue_n042_0001,gNB_4G_2,-58,gNB_5G,-68,0.745472,2,13.6399,1,35.4637,28
18.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-79,0.376832,0,-1,0,70.4493,28
18.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_4G_2,-63,0.278528,0,-1,0,71.4278,28
18.5,car_north_peak_003_rider,gNB_4G_1,-50,gNB_4G_2,-75,0.581632,0,-1,0,66.8726,28
18.5,ue_n042_0002,gNB_4G_2,-61,gNB_5G,-69,0.180224,2,10.6399,1,40.4945,28
18.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-69,0.548864,0,-1,0,44.4294,28
18.5,car_north_peak_004,gNB_4G_1,-47,gNB_4G_2,-77,0.679936,0,-1,0,63.1555,28
18.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.8192,0,-1,0,39.5268,28
19.5,ue_n042_0001,gNB_4G_2,-57,gNB_5G,-73,0.745472,2,14.6399,1,54.5085,28
19.5,car_north_peak_001,gNB_4G_1,-41,gNB_5G,-77,0.36864,0,-1,0,76.8352,28
19.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-63,0.28672,0,-1,0,69.2033,28
19.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-67,0.581632,0,-1,0,68.2765,28
19.5,ue_n042_0002,gNB_4G_2,-57,gNB_5G,-69,0.172032,2,11.6399,1,35.5221,28
19.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-69,0.548864,0,-1,0,56.6487,28
19.5,car_north_peak_004,gNB_4G_1,-45,gNB_4G_2,-77,0.679936,0,-1,0,66.654,28
19.5,car_north_peak_005,gNB_4G_1,-49,gNB_4G_2,-79,0.8192,0,-1,0,62.2992,28
20.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-68,0.745472,2,15.6399,1,41.3191,28
20.5,car_north_peak_001,gNB_4G_1,-40,gNB_4G_2,-83,0.376832,0,-1,0,74.2455,28
20.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_4G_2,-77,0.278528,0,-1,0,63.6306,28
20.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-63,0.589824,0,-1,0,33.2664,28
20.5,ue_n042_0002,gNB_4G_2,-56,gNB_5G,-66,0.180224,2,12.6399,1,39.5904,28
20.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-69,0.540672,0,-1,0,55.3125,28
20.5,car_north_peak_004,gNB_4G_1,-45,gNB_4G_2,-72,0.688128,0,-1,0,67.7229,28
20.5,car_north_peak_005,gNB_4G_1,-48,gNB_5G,-75,0.8192,0,-1,0,61.1446,28
21.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-67,0.745472,2,16.6399,1,55.7429,28
21.5,car_north_peak_001,gNB_4G_1,-40,gNB_4G_2,-83,0.36864,0,-1,0,79.5628,28
21.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-78,0.28672,0,-1,0,72.3676,28
21.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-65,0.581632,0,-1,0,65.7998,28
21.5,ue_n042_0002,gNB_4G_2,-58,gNB_5G,-65,0.180224,2,13.6399,1,40.0017,28
21.5,ue_ujeongwon_0001,gNB_4G_1,-54,gNB_5G,-78,0.548864,0,-1,0,58.8584,28
21.5,car_north_peak_004,gNB_4G_1,-43,gNB_4G_2,-64,0.679936,0,-1,0,67.3388,28
21.5,car_north_peak_005,gNB_4G_1,-51,gNB_5G,-74,0.8192,0,-1,0,58.4049,28
21.5,ue_n043_0001,gNB_5G,-55,gNB_4G_2,-66,0.12288,0,-1,0,58.2555,28
22.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-71,0.745472,2,17.6399,1,43.262,28
22.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-82,0.376832,0,-1,0,55.0299,28
22.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-78,0.278528,0,-1,0,73.9313,28
22.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_4G_2,-62,0.589824,0,-1,0,30.1262,28
22.5,ue_n042_0002,gNB_4G_2,-56,gNB_5G,-73,0.180224,2,14.6399,1,41.0358,28
22.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_5G,-81,0.548864,0,-1,0,58.6884,28
22.5,car_north_peak_004,gNB_4G_1,-41,gNB_4G_2,-64,0.679936,0,-1,0,64.7303,28
22.5,car_north_peak_005,gNB_4G_1,-54,gNB_4G_2,-71,0.8192,0,-1,0,63.0261,28
22.5,ue_n043_0001,gNB_5G,-53,gNB_4G_2,-64,0.262144,0,-1,0,61.5638,28
22.5,ue_n042_0003,gNB_4G_2,-69,gNB_5G,-66,0.188416,0,-1,0,42.036,28
23.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-70,0.745472,2,18.6399,1,56.2373,28
23.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-78,0.36864,0,-1,0,77.8925,28
23.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-76,0.28672,0,-1,0,73.9456,28
23.5,car_north_peak_003_rider,gNB_4G_1,-43,gNB_4G_2,-67,0.581632,0,-1,0,72.8057,28
23.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-68,0.172032,2,15.6399,1,52.9505,28
23.5,ue_ujeongwon_0001,gNB_4G_1,-54,gNB_5G,-79,0.540672,0,-1,0,58.8004,28
23.5,car_north_peak_004,gNB_4G_1,-40,gNB_4G_2,-66,0.688128,0,-1,0,70.3614,28
23.5,car_north_peak_005,gNB_4G_1,-55,gNB_4G_2,-63,0.8192,0,-1,0,67.4372,28
23.5,ue_n043_0001,gNB_5G,-50,gNB_4G_2,-61,0.262144,0,-1,0,58.3592,28
23.5,ue_n042_0003,gNB_4G_2,-68,gNB_5G,-66,0.393216,0,-1,0,43.4068,28
24.5,ue_n042_0001,gNB_4G_2,-57,gNB_5G,-68,0.745472,2,19.6399,1,34.3234,28
24.5,car_north_peak_001,gNB_4G_1,-36,gNB_5G,-73,0.376832,0,-1,0,75.1621,28
24.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_4G_2,-84,0.278528,0,-1,0,55.7027,28
24.5,car_north_peak_003_rider,gNB_4G_1,-43,gNB_5G,-82,0.589824,0,-1,0,37.6131,28
24.5,ue_n042_0002,gNB_4G_2,-56,gNB_5G,-67,0.180224,2,16.6399,1,45.031,28
24.5,ue_ujeongwon_0001,gNB_4G_1,-53,gNB_5G,-72,0.548864,0,-1,0,59.3769,28
24.5,car_north_peak_004,gNB_4G_1,-42,gNB_4G_2,-63,0.679936,0,-1,0,71.5632,28
24.5,car_north_peak_005,gNB_4G_1,-49,gNB_4G_2,-65,0.8192,0,-1,0,63.374,28
24.5,ue_n043_0001,gNB_5G,-51,gNB_4G_2,-58,0.262144,0,-1,0,58.5371,28
24.5,ue_n042_0003,gNB_5G,-64,gNB_4G_2,-67,0.385024,1,0.439928,0,46.0671,28
25.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-70,0.73728,2,20.6399,1,57.0344,28
25.5,car_north_peak_001,gNB_4G_1,-36,gNB_5G,-70,0.36864,0,-1,0,78.1233,28
25.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_4G_2,-83,0.28672,0,-1,0,79.5665,28
25.5,car_north_peak_003_rider,gNB_4G_1,-39,gNB_5G,-77,0.581632,0,-1,0,72.3359,28
25.5,ue_n042_0002,gNB_4G_2,-56,gNB_5G,-71,0.180224,2,17.6399,1,51.9178,28
25.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_5G,-64,0.548864,0,-1,0,59.849,28
25.5,car_north_peak_004,gNB_4G_1,-42,gNB_4G_2,-63,0.679936,0,-1,0,70.6762,28
25.5,car_north_peak_005,gNB_4G_1,-45,gNB_4G_2,-67,0.8192,0,-1,0,71.282,28
25.5,ue_n043_0001,gNB_5G,-50,gNB_4G_2,-57,0.270336,0,-1,0,61.8453,28
25.5,ue_n042_0003,gNB_5G,-66,gNB_4G_2,-67,0.393216,1,1.43993,0,32.9185,28
25.5,ue_n001_0001,gNB_4G_1,-51,gNB_5G,-81,0.32768,0,-1,0,59.2514,28
26.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-70,0.745472,2,21.6399,1,55.4609,28
26.5,car_north_peak_001,gNB_4G_1,-35,gNB_5G,-66,0.376832,0,-1,0,75.8689,28
26.5,car_north_peak_002_rider,gNB_4G_1,-40,gNB_4G_2,-82,0.278528,0,-1,0,76.2015,28
26.5,car_north_peak_003_rider,gNB_4G_1,-38,gNB_5G,-78,0.581632,0,-1,0,70.4383,28
26.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-71,0.180224,2,18.6399,1,56.259,28
26.5,ue_ujeongwon_0001,gNB_4G_1,-49,gNB_5G,-71,0.540672,0,-1,0,57.6019,28
26.5,car_north_peak_004,gNB_4G_1,-41,gNB_4G_2,-72,0.688128,0,-1,0,66.4455,28
26.5,car_north_peak_005,gNB_4G_1,-41,gNB_4G_2,-63,0.8192,0,-1,0,72.1245,28
26.5,ue_n043_0001,gNB_5G,-49,gNB_4G_2,-57,0.262144,0,-1,0,59.7991,28
26.5,ue_n042_0003,gNB_4G_2,-67,gNB_5G,-77,0.393216,2,0.639928,1,45.4338,28
26.5,ue_n001_0001,gNB_4G_1,-49,gNB_4G_2,-80,0.745472,0,-1,0,67.5891,28
27.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-70,0.745472,2,22.6399,1,59.1212,28
27.5,car_north_peak_001,gNB_4G_1,-37,gNB_5G,-70,0.36864,0,-1,0,73.9124,28
27.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-78,0.28672,0,-1,0,77.8981,28
27.5,car_north_peak_003_rider,gNB_4G_1,-42,gNB_5G,-77,0.589824,0,-1,0,76.8288,28
27.5,ue_n042_0002,gNB_4G_2,-57,gNB_5G,-68,0.172032,2,19.6399,1,45.0698,28
27.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_5G,-75,0.548864,0,-1,0,60.4111,28
27.5,car_north_peak_004,gNB_4G_1,-38,gNB_5G,-80,0.679936,0,-1,0,73.4055,28
27.5,car_north_peak_005,gNB_4G_1,-43,gNB_4G_2,-62,0.8192,0,-1,0,72.0318,28
27.5,ue_n043_0001,gNB_5G,-50,gNB_4G_2,-53,0.262144,0,-1,0,59.2777,28
27.5,ue_n042_0003,gNB_4G_2,-65,gNB_5G,-70,0.385024,2,1.63993,1,43.9302,28
27.5,ue_n001_0001,gNB_4G_1,-46,gNB_4G_2,-79,0.73728,0,-1,0,65.7987,28
28.5,ue_n042_0001,gNB_4G_2,-52,gNB_5G,-69,0.745472,2,23.6399,1,57.9856,28
28.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-71,0.36864,0,-1,0,74.0457,28
28.5,car_north_peak_002_rider,gNB_4G_1,-36,gNB_5G,-73,0.278528,0,-1,0,78.6548,28
28.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_4G_2,-83,0.581632,0,-1,0,78.0682,28
28.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-70,0.180224,2,20.6399,1,37.05,28
28.5,ue_ujeongwon_0001,gNB_4G_1,-51,gNB_5G,-76,0.548864,0,-1,0,59.0121,28
28.5,car_north_peak_004,gNB_4G_1,-39,gNB_5G,-76,0.679936,0,-1,0,76.1014,28
28.5,car_north_peak_005,gNB_4G_1,-43,gNB_4G_2,-62,0.8192,0,-1,0,73.5865,28
28.5,ue_n043_0001,gNB_5G,-50,gNB_4G_2,-54,0.262144,0,-1,0,54.4914,28
28.5,ue_n042_0003,gNB_4G_2,-66,gNB_5G,-67,0.393216,2,2.63993,1,45.7411,28
28.5,ue_n001_0001,gNB_4G_1,-46,gNB_5G,-78,0.745472,0,-1,0,64.62,28
29.5,ue_n042_0001,gNB_4G_2,-53,gNB_5G,-68,0.745472,2,24.6399,1,47.9813,28
29.5,car_north_peak_001,gNB_4G_1,-35,gNB_4G_2,-81,0.376832,0,-1,0,71.7076,28
29.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-69,0.28672,0,-1,0,75.9523,28
29.5,car_north_peak_003_rider,gNB_4G_1,-39,gNB_4G_2,-82,0.589824,0,-1,0,70.1465,28
29.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-70,0.180224,2,21.6399,1,38.0871,28
29.5,ue_ujeongwon_0001,gNB_4G_1,-45,gNB_4G_2,-78,0.540672,0,-1,0,66.8636,28
29.5,car_north_peak_004,gNB_4G_1,-36,gNB_5G,-77,0.688128,0,-1,0,75.4661,28
29.5,car_north_peak_005,gNB_4G_1,-44,gNB_4G_2,-73,0.8192,0,-1,0,51.7206,28
29.5,ue_n043_0001,gNB_5G,-51,gNB_4G_2,-55,0.270336,0,-1,0,52.4782,28
29.5,ue_n042_0003,gNB_4G_2,-65,gNB_5G,-67,0.385024,2,3.63993,1,46.7404,28
29.5,ue_n001_0001,gNB_4G_1,-45,gNB_5G,-74,0.745472,0,-1,0,63.4592,28
30.5,ue_n042_0001,gNB_4G_2,-52,gNB_5G,-68,0.745472,2,25.6399,1,56.97,28
30.5,car_north_peak_001,gNB_4G_1,-37,gNB_4G_2,-83,0.36864,0,-1,0,72.8959,28
30.5,car_north_peak_002_rider,gNB_4G_1,-35,gNB_5G,-65,0.278528,0,-1,0,77.081,28
30.5,car_north_peak_003_rider,gNB_4G_1,-35,gNB_4G_2,-83,0.581632,0,-1,0,74.6947,28
30.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-70,0.180224,2,22.6399,1,58.917,28
30.5,ue_ujeongwon_0001,gNB_4G_1,-47,gNB_4G_2,-76,0.548864,0,-1,0,65.3604,28
30.5,car_north_peak_004,gNB_4G_1,-38,gNB_4G_2,-83,0.679936,0,-1,0,74.7735,28
30.5,car_north_peak_005,gNB_4G_1,-40,gNB_5G,-76,0.8192,0,-1,0,72.786,28
30.5,ue_n043_0001,gNB_5G,-53,gNB_4G_2,-55,0.262144,0,-1,0,56.6745,28
30.5,ue_n042_0003,gNB_4G_2,-63,gNB_5G,-67,0.393216,2,4.63993,1,49.5484,28
30.5,ue_n001_0001,gNB_4G_1,-48,gNB_5G,-74,0.745472,0,-1,0,60.4304,28
31.5,ue_n042_0001,gNB_4G_2,-53,gNB_5G,-65,0.745472,2,26.6399,1,58.8632,28
31.5,car_north_peak_001,gNB_4G_1,-37,gNB_4G_2,-84,0.376832,0,-1,0,72.774,28
31.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_5G,-68,0.28672,0,-1,0,54.6144,28
31.5,car_north_peak_003_rider,gNB_4G_1,-36,gNB_5G,-67,0.589824,0,-1,0,78.0003,28
31.5,ue_n042_0002,gNB_4G_2,-53,gNB_5G,-71,0.172032,2,23.6399,1,57.9456,28
31.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_4G_2,-84,0.548864,0,-1,0,69.0095,28
31.5,car_north_peak_004,gNB_4G_1,-40,gNB_4G_2,-84,0.679936,0,-1,0,74.7225,28
31.5,car_north_peak_005,gNB_4G_1,-40,gNB_5G,-76,0.8192,0,-1,0,73.9216,28
31.5,ue_n043_0001,gNB_5G,-49,gNB_4G_2,-54,0.262144,0,-1,0,58.5791,28
31.5,ue_n042_0003,gNB_4G_2,-61,gNB_5G,-70,0.393216,2,5.63993,1,28.056,27
31.5,ue_n001_0001,gNB_4G_1,-50,gNB_5G,-76,0.745472,0,-1,0,69.0082,28
32.5,ue_n042_0001,gNB_4G_2,-52,gNB_5G,-65,0.745472,2,27.6399,1,58.7404,28
32.5,car_north_peak_001,gNB_4G_1,-38,gNB_4G_2,-84,0.36864,0,-1,0,72.1795,28
32.5,car_north_peak_002_rider,gNB_4G_1,-36,gNB_5G,-65,0.278528,0,-1,0,74.6438,28
32.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_5G,-66,0.581632,0,-1,0,74.2634,28
32.5,ue_n042_0002,gNB_4G_2,-53,gNB_5G,-69,0.180224,2,24.6399,1,58.6017,28
32.5,ue_ujeongwon_0001,gNB_4G_1,-43,gNB_4G_2,-88,0.540672,0,-1,0,64.0957,28
32.5,car_north_peak_004,gNB_4G_1,-39,gNB_4G_2,-83,0.688128,0,-1,0,75.4057,28
32.5,car_north_peak_005,gNB_4G_1,-39,gNB_5G,-77,0.8192,0,-1,0,73.9401,28
32.5,ue_n043_0001,gNB_5G,-46,gNB_4G_2,-54,0.262144,0,-1,0,64.1978,28
32.5,ue_n042_0003,gNB_4G_2,-61,gNB_5G,-67,0.385024,2,6.63993,1,48.2583,28
32.5,ue_n001_0001,gNB_4G_1,-45,gNB_5G,-78,0.745472,0,-1,0,61.7102,28
