time_s,cell,tx_power_dbm,ret_tilt_deg,ret_bearing_deg,ttt_ms,hysteresis_db,num_ues,avg_rsrp_dbm,ho_in_count,ho_out_count,pingpong_count,avg_throughput_mbps,prb_utilization_pct,energy_state,tx_power_watts,energy_efficiency_mbps_per_w
17.5,gNB_4G_2,43,15,0,256,3,2,-56.5,2,2,0,0.462848,2.825,ON,223.777,0.00413668
18.5,gNB_5G,43,15,10,256,3,0,nan,2,2,2,0,0,ON,223.777,0
18.5,gNB_4G_1,43,15,0,256,3,6,-46,0,0,0,0.547499,10.075,ON,223.777,0.0146797
18.5,gNB_4G_2,43,15,0,256,3,2,-59.5,2,2,0,0.462848,2.825,ON,223.777,0.00413668
19.5,gNB_5G,43,15,10,256,3,0,nan,2,2,2,0,0,ON,223.777,0
19.5,gNB_4G_1,43,15,0,256,3,6,-46.1667,0,0,0,0.547499,10.2333,ON,223.777,0.0146797
19.5,gNB_4G_2,43,15,0,256,3,2,-57,2,2,0,0.458752,2.8,ON,223.777,0.00410008
20.5,gNB_5G,43,15,10,256,3,0,nan,2,2,2,0,0,ON,223.777,0
20.5,gNB_4G_1,43,15,0,256,3,6,-45.3333,0,0,0,0.548864,10.275,ON,223.777,0.0147163
20.5,gNB_4G_2,43,15,0,256,3,2,-56,2,2,0,0.462848,2.825,ON,223.777,0.00413668
21.5,gNB_5G,43,15,10,256,3,1,-55,2,2,2,0.12288,0.775,ON,223.777,0.000549117
21.5,gNB_4G_1,43,15,0,256,3,6,-45,0,0,0,0.547499,10.325,ON,223.777,0.0146797
21.5,gNB_4G_2,43,15,0,256,3,2,-57,2,2,0,0.462848,2.825,ON,223.777,0.00413668
22.5,gNB_5G,43,15,10,256,3,1,-53,2,2,2,0.262144,0.533333,ON,223.777,0.00117145
22.5,gNB_4G_1,43,15,0,256,3,6,-44.3333,0,0,0,0.548864,10.5917,ON,223.777,0.0147163
22.5,gNB_4G_2,43,15,0,256,3,3,-60,2,2,0,0.371371,4.13333,ON,223.777,0.00497866
23.5,gNB_5G,43,15,10,256,3,1,-50,2,2,2,0.262144,0.533333,ON,223.777,0.00117145
23.5,gNB_4G_1,43,15,0,256,3,6,-44.6667,0,0,0,0.547499,10.825,ON,223.777,0.0146797
23.5,gNB_4G_2,43,15,0,256,3,3,-59.3333,2,2,0,0.436907,4.35,ON,223.777,0.00585725
24.5,gNB_5G,43,15,10,256,3,2,-57.5,3,2,2,0.323584,1.40833,ON,223.777,0.00289202
24.5,gNB_4G_1,43,15,0,256,3,6,-43.6667,0,0,0,0.548864,10.35,ON,223.777,0.0147163
24.5,gNB_4G_2,43,15,0,256,3,2,-56.5,2,3,0,0.462848,3.63333,ON,223.777,0.00413668
25.5,gNB_5G,43,15,10,256,3,2,-58,3,2,2,0.331776,1.35,ON,223.777,0.00296523
25.5,gNB_4G_1,43,15,0,256,3,7,-43.2857,0,0,0,0.516096,11.5333,ON,223.777,0.016144
25.5,gNB_4G_2,43,15,0,256,3,2,-55.5,2,3,0,0.458752,2.8,ON,223.777,0.00410008
26.5,gNB_5G,43,15,10,256,3,1,-49,3,3,3,0.262144,0.816667,ON,223.777,0.00117145
26.5,gNB_4G_1,43,15,0,256,3,7,-41.8571,0,0,0,0.575781,12.3,ON,223.777,0.018011
26.5,gNB_4G_2,43,15,0,256,3,3,-59,3,3,0,0.439637,4.45,ON,223.777,0.00589386
27.5,gNB_5G,43,15,10,256,3,1,-50,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
27.5,gNB_4G_1,43,15,0,256,3,7,-42.2857,0,0,0,0.575781,12.375,ON,223.777,0.018011
27.5,gNB_4G_2,43,15,0,256,3,3,-59,3,3,0,0.434176,4.34167,ON,223.777,0.00582064
28.5,gNB_5G,43,15,10,256,3,1,-50,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
28.5,gNB_4G_1,43,15,0,256,3,7,-41.8571,0,0,0,0.57461,12.375,ON,223.777,0.0179744
28.5,gNB_4G_2,43,15,0,256,3,3,-57.6667,3,3,0,0.439637,4.38333,ON,223.777,0.00589386
29.5,gNB_5G,43,15,10,256,3,1,-51,3,3,3,0.270336,0.55,ON,223.777,0.00120806
29.5,gNB_4G_1,43,15,0,256,3,7,-40.2857,0,0,0,0.578121,12.35,ON,223.777,0.0180843
29.5,gNB_4G_2,43,15,0,256,3,3,-57.6667,3,3,0,0.436907,4.225,ON,223.777,0.00585725
30.5,gNB_5G,43,15,10,256,3,1,-53,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
30.5,gNB_4G_1,43,15,0,256,3,7,-40,0,0,0,0.57461,12.275,ON,223.777,0.0179744
30.5,gNB_4G_2,43,15,0,256,3,3,-56.6667,3,3,0,0.439637,4.025,ON,223.777,0.00589386
31.5,gNB_5G,43,15,10,256,3,1,-49,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
31.5,gNB_4G_1,43,15,0,256,3,7,-42,0,0,0,0.578121,12.35,ON,223.777,0.0180843
31.5,gNB_4G_2,43,15,0,256,3,3,-55.6667,3,3,0,0.436907,4,ON,223.777,0.00585725
32.5,gNB_5G,43,15,10,256,3,1,-46,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
32.5,gNB_4G_1,43,15,0,256,3,9,-42.3333,0,0,0,0.523378,15.2417,ON,223.777,0.0210495
32.5,gNB_4G_2,43,15,0,256,3,3,-55.3333,3,3,0,0.436907,4.05,ON,223.777,0.00585725
33.5,gNB_5G,43,15,10,256,3,1,-47,3,3,3,0.270336,0.55,ON,223.777,0.00120806
33.5,gNB_4G_1,43,15,0,256,3,9,-43.2222,0,0,0,0.609849,16.75,ON,223.777,0.0245272
33.5,gNB_4G_2,43,15,0,256,3,3,-54.6667,3,3,0,0.439637,4.05,ON,223.777,0.00589386
34.5,gNB_5G,43,15,10,256,3,1,-47,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
34.5,gNB_4G_1,43,15,0,256,3,10,-44.9,0,0,0,0.586547,18.3583,ON,223.777,0.0262112
34.5,gNB_4G_2,43,15,0,256,3,3,-54.6667,3,3,0,0.436907,4,ON,223.777,0.00585725
35.5,gNB_5G,43,15,10,256,3,1,-48,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
35.5,gNB_4G_1,43,15,0,256,3,11,-43.6364,0,0,0,0.604719,20.85,ON,223.777,0.0297255
35.5,gNB_4G_2,43,15,0,256,3,3,-53.3333,3,3,0,0.436907,4,ON,223.777,0.00585725
36.5,gNB_5G,43,15,10,256,3,1,-47,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
36.5,gNB_4G_1,43,15,0,256,3,12,-45.25,0,0,0,0.597333,22.4667,ON,223.777,0.0320318
36.5,gNB_4G_2,43,15,0,256,3,3,-55,3,3,0,0.436907,4,ON,223.777,0.00585725
37.5,gNB_5G,43,15,10,256,3,1,-47,3,3,3,0.270336,0.55,ON,223.777,0.00120806
37.5,gNB_4G_1,43,15,0,256,3,12,-45.75,0,0,0,0.603477,22.3917,ON,223.777,0.0323613
37.5,gNB_4G_2,43,15,0,256,3,3,-55.3333,3,3,0,0.436907,4,ON,223.777,0.00585725
38.5,gNB_5G,43,15,10,256,3,1,-51,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
38.5,gNB_4G_1,43,15,0,256,3,13,-43.7692,0,0,0,0.57155,23.5417,ON,223.777,0.0332033
38.5,gNB_4G_2,43,15,0,256,3,3,-54,3,3,0,0.436907,4,ON,223.777,0.00585725
39.5,gNB_5G,43,15,10,256,3,1,-50,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
39.5,gNB_4G_1,43,15,0,256,3,13,-45.0769,0,0,0,0.589194,23.85,ON,223.777,0.0342283
39.5,gNB_4G_2,43,15,0,256,3,3,-56,3,3,0,0.439637,4.025,ON,223.777,0.00589386
40.5,gNB_5G,43,15,10,256,3,1,-47,3,3,3,0.262144,0.533333,ON,223.777,0.00117145
40.5,gNB_4G_1,43,15,0,256,3,13,-44.5385,0,0,0,0.589824,23.6917,ON,223.777,0.0342649
40.5,gNB_4G_2,43,15,0,256,3,3,-55.3333,3,3,0,0.436907,4,ON,223.777,0.00585725
41.5,gNB_5G,43,15,10,256,3,1,-46,3,3,3,0.270336,0.55,ON,223.777,0.00120806
41.5,gNB_4G_1,43,15,0,256,3,13,-44.6154,0,0,0,0.589824,23.4667,ON,223.777,0.0342649
41.5,gNB_4G_2,43,15,0,256,3,3,-56.3333,3,3,0,0.439637,4.025,ON,223.777,0.00589386
42.5,gNB_5G,43,15,10,256,3,1,-51,3,4,3,0.2048,1.24167,ON,223.777,0.000915195
42.5,gNB_4G_1,43,15,0,256,3,13,-45.6154,0,0,0,0.589824,23.5667,ON,223.777,0.0342649
42.5,gNB_4G_2,43,15,0,256,3,4,-55.75,4,3,0,0.393216,5.16667,ON,223.777,0.0070287
43.5,gNB_5G,43,15,10,256,3,2,-49.5,4,4,3,0.339968,1.725,ON,223.777,0.00303845
43.5,gNB_4G_1,43,15,0,256,3,13,-44.7692,0,0,0,0.589824,23.75,ON,223.777,0.0342649
43.5,gNB_4G_2,43,15,0,256,3,3,-55.3333,4,4,1,0.436907,4.475,ON,223.777,0.00585725
44.5,gNB_5G,43,15,10,256,3,2,-47.5,4,4,3,0.34816,1.41667,ON,223.777,0.00311166
44.5,gNB_4G_1,43,15,0,256,3,12,-45.5,0,1,0,0.607573,23.55,ON,223.777,0.032581
44.5,gNB_4G_2,43,15,0,256,3,4,-52.5,5,4,1,0.421888,5.09167,ON,223.777,0.00754121
45.5,gNB_5G,43,15,10,256,3,2,-50.5,4,4,3,0.352256,1.43333,ON,223.777,0.00314827
45.5,gNB_4G_1,43,15,0,256,3,12,-45.4167,0,1,0,0.607573,22.525,ON,223.777,0.032581
45.5,gNB_4G_2,43,15,0,256,3,4,-53.5,5,4,1,0.421888,6.55833,ON,223.777,0.00754121
46.5,gNB_5G,43,15,10,256,3,2,-49,4,4,3,0.344064,1.4,ON,223.777,0.00307506
46.5,gNB_4G_1,43,15,0,256,3,12,-45.1667,0,1,0,0.608256,22.7833,ON,223.777,0.0326176
46.5,gNB_4G_2,43,15,0,256,3,4,-53.5,5,4,1,0.421888,6.06667,ON,223.777,0.00754121
47.5,gNB_5G,43,15,10,256,3,2,-48.5,4,4,3,0.34816,1.41667,ON,223.777,0.00311166
47.5,gNB_4G_1,43,15,0,256,3,12,-46.1667,0,1,0,0.606891,22.8333,ON,223.777,0.0325444
47.5,gNB_4G_2,43,15,0,256,3,4,-52.25,5,4,1,0.41984,5.78333,ON,223.777,0.0075046
48.5,gNB_5G,43,15,10,256,3,2,-50.5,4,4,3,0.344064,1.4,ON,223.777,0.00307506
48.5,gNB_4G_1,43,15,0,256,3,13,-46.5385,0,1,0,0.589194,24.8167,ON,223.777,0.0342283
48.5,gNB_4G_2,43,15,0,256,3,4,-52.25,5,4,1,0.41984,6.61667,ON,223.777,0.0075046
49.5,gNB_5G,43,15,10,256,3,3,-51.6667,4,4,3,0.289451,2.29167,ON,223.777,0.00388043
49.5,gNB_4G_1,43,15,0,256,3,13,-47.1538,0,1,0,0.617551,25.2833,ON,223.777,0.0358757
49.5,gNB_4G_2,43,15,0,256,3,4,-52.5,5,4,1,0.423936,6.40833,ON,223.777,0.00757782
50.5,gNB_5G,43,15,10,256,3,2,-54,4,5,3,0.405504,1.83333,ON,223.777,0.00362417
50.5,gNB_4G_1,43,15,0,256,3,13,-45.4615,0,1,0,0.618181,25.3333,ON,223.777,0.0359123
50.5,gNB_4G_2,43,15,0,256,3,5,-50.6,6,4,1,0.386662,7.19167,ON,223.777,0.00863945
51.5,gNB_5G,43,15,10,256,3,3,-49.6667,5,5,3,0.349525,2.475,ON,223.777,0.0046858
51.5,gNB_4G_1,43,15,0,256,3,12,-47.1667,0,2,0,0.646485,25.5333,ON,223.777,0.0346676
51.5,gNB_4G_2,43,15,0,256,3,5,-50.8,7,5,2,0.393216,8.15,ON,223.777,0.00878588
52.5,gNB_5G,43,15,10,256,3,3,-53,5,5,3,0.357717,2.18333,ON,223.777,0.00479562
52.5,gNB_4G_1,43,15,0,256,3,12,-45.3333,0,2,0,0.646485,24.9833,ON,223.777,0.0346676
52.5,gNB_4G_2,43,15,0,256,3,5,-48.8,7,5,2,0.396493,8.03333,ON,223.777,0.00885909
53.5,gNB_5G,43,15,10,256,3,3,-51.3333,5,5,3,0.357717,2.18333,ON,223.777,0.00479562
53.5,gNB_4G_1,43,15,0,256,3,12,-45.5,0,2,0,0.646485,25.175,ON,223.777,0.0346676
53.5,gNB_4G_2,43,15,0,256,3,5,-50,7,5,2,0.393216,8.075,ON,223.777,0.00878588
54.5,gNB_5G,43,15,10,256,3,2,-48.5,5,6,3,0.315392,1.95,ON,223.777,0.0028188
54.5,gNB_4G_1,43,15,0,256,3,12,-43.5833,0,2,0,0.645803,24.8417,ON,223.777,0.034631
54.5,gNB_4G_2,43,15,0,256,3,6,-51.8333,8,5,2,0.397312,8.76667,ON,223.777,0.0106529
55.5,gNB_5G,43,15,10,256,3,3,-49.3333,6,6,3,0.357717,2.39167,ON,223.777,0.00479562
55.5,gNB_4G_1,43,15,0,256,3,13,-43.2308,0,2,0,0.618181,25.3667,ON,223.777,0.0359123
55.5,gNB_4G_2,43,15,0,256,3,5,-47.8,8,6,3,0.393216,8.34167,ON,223.777,0.00878588
56.5,gNB_5G,43,15,10,256,3,3,-49.6667,6,6,3,0.354987,2.16667,ON,223.777,0.00475902
56.5,gNB_4G_1,43,15,0,256,3,12,-43.3333,0,3,0,0.650581,25.95,ON,223.777,0.0348873
56.5,gNB_4G_2,43,15,0,256,3,7,-51,9,6,3,0.416622,11.9583,ON,223.777,0.0130324
57.5,gNB_5G,43,15,10,256,3,3,-52,6,6,3,0.357717,2.18333,ON,223.777,0.00479562
57.5,gNB_4G_1,43,15,0,256,3,12,-43.0833,0,3,0,0.649899,26.7333,ON,223.777,0.0348506
57.5,gNB_4G_2,43,15,0,256,3,7,-51.1429,9,6,3,0.469285,14.3833,ON,223.777,0.0146797
58.5,gNB_5G,43,15,10,256,3,3,-54.6667,7,7,4,0.458752,2.60833,ON,223.777,0.00615011
58.5,gNB_4G_1,43,15,0,256,3,11,-44.2727,0,4,0,0.646423,26.85,ON,223.777,0.0317756
58.5,gNB_4G_2,43,15,0,256,3,8,-48.25,11,7,3,0.456704,16.2167,ON,223.777,0.0163271
59.5,gNB_5G,43,15,10,256,3,3,-54.3333,7,7,4,0.461483,2.81667,ON,223.777,0.00618672
59.5,gNB_4G_1,43,15,0,256,3,11,-44,0,4,0,0.647168,23.425,ON,223.777,0.0318122
59.5,gNB_4G_2,43,15,0,256,3,8,-46.125,11,7,3,0.451584,15.3917,ON,223.777,0.016144
60.5,gNB_5G,43,15,10,256,3,2,-46.5,7,8,5,0.319488,2.15,ON,223.777,0.00285541
60.5,gNB_4G_1,43,15,0,256,3,11,-42.5455,0,4,0,0.647168,24.0917,ON,223.777,0.0318122
60.5,gNB_4G_2,43,15,0,256,3,9,-50.3333,12,7,3,0.49152,19.4333,ON,223.777,0.0197682
61.5,gNB_5G,43,15,10,256,3,2,-47.5,7,8,5,0.319488,1.3,ON,223.777,0.00285541
61.5,gNB_4G_1,43,15,0,256,3,12,-45,1,4,0,0.623275,29.2417,ON,223.777,0.0334229
61.5,gNB_4G_2,43,15,0,256,3,8,-48.625,12,8,3,0.492544,17.8917,ON,223.777,0.0176084
62.5,gNB_5G,43,15,10,256,3,2,-47,7,8,5,0.315392,1.28333,ON,223.777,0.0028188
62.5,gNB_4G_1,43,15,0,256,3,11,-45.1818,1,5,0,0.603974,30.8917,ON,223.777,0.0296889
62.5,gNB_4G_2,43,15,0,256,3,9,-48.1111,13,8,3,0.53248,21.4167,ON,223.777,0.0214156
63.5,gNB_5G,43,15,10,256,3,2,-47,7,8,5,0.315392,1.28333,ON,223.777,0.0028188
63.5,gNB_4G_1,43,15,0,256,3,11,-43,1,6,1,0.577164,24.3167,ON,223.777,0.0283711
63.5,gNB_4G_2,43,15,0,256,3,10,-47.6,14,8,3,0.519373,22.6,ON,223.777,0.0232094
64.5,gNB_5G,43,15,10,256,3,2,-46,7,8,5,0.323584,1.31667,ON,223.777,0.00289202
64.5,gNB_4G_1,43,15,0,256,3,11,-41.8182,1,6,1,0.585356,21.8,ON,223.777,0.0287737
64.5,gNB_4G_2,43,15,0,256,3,10,-47.2,14,8,3,0.524288,22.2167,ON,223.777,0.023429
65.5,gNB_5G,43,15,10,256,3,2,-46.5,7,8,5,0.315392,1.28333,ON,223.777,0.0028188
65.5,gNB_4G_1,43,15,0,256,3,12,-42.8333,1,6,1,0.555008,22.6083,ON,223.777,0.0297622
65.5,gNB_4G_2,43,15,0,256,3,10,-47.7,14,8,3,0.520192,23.7667,ON,223.777,0.023246
66.5,gNB_5G,43,15,10,256,3,2,-47,7,8,5,0.319488,1.3,ON,223.777,0.00285541
66.5,gNB_4G_1,43,15,0,256,3,12,-44.4167,1,6,1,0.577536,23.1333,ON,223.777,0.0309702
66.5,gNB_4G_2,43,15,0,256,3,10,-46.5,14,8,3,0.524288,22.8917,ON,223.777,0.023429
67.5,gNB_5G,43,15,10,256,3,2,-47,7,8,5,0.315392,1.28333,ON,223.777,0.0028188
67.5,gNB_4G_1,43,15,0,256,3,12,-43.0833,1,6,1,0.579584,22.95,ON,223.777,0.03108
67.5,gNB_4G_2,43,15,0,256,3,10,-47.3,14,8,3,0.52183,23.0417,ON,223.777,0.0233192
68.5,gNB_5G,43,15,10,256,3,2,-48,7,8,5,0.323584,1.31667,ON,223.777,0.00289202
68.5,gNB_4G_1,43,15,0,256,3,12,-41.6667,1,6,1,0.577536,22.7583,ON,223.777,0.0309702
68.5,gNB_4G_2,43,15,0,256,3,10,-46.7,14,8,3,0.523469,24.6583,ON,223.777,0.0233924
69.5,gNB_5G,43,15,10,256,3,2,-45,7,8,5,0.315392,1.28333,ON,223.777,0.0028188
69.5,gNB_4G_1,43,15,0,256,3,12,-41.75,1,6,1,0.578901,22.65,ON,223.777,0.0310434
69.5,gNB_4G_2,43,15,0,256,3,10,-47.3,14,8,3,0.521011,24.6667,ON,223.777,0.0232826
70.5,gNB_5G,43,15,10,256,3,1,-45,7,9,5,0.262144,1.11667,ON,223.777,0.00117145
70.5,gNB_4G_1,43,15,0,256,3,12,-42.9167,1,6,1,0.578901,22.6833,ON,223.777,0.0310434
70.5,gNB_4G_2,43,15,0,256,3,11,-48.2727,15,8,3,0.509393,22.325,ON,223.777,0.0250397
71.5,gNB_5G,43,15,10,256,3,2,-49.5,8,9,5,0.315392,1.54167,ON,223.777,0.0028188
71.5,gNB_4G_1,43,15,0,256,3,12,-42.0833,1,6,1,0.576171,22.2667,ON,223.777,0.030897
71.5,gNB_4G_2,43,15,0,256,3,10,-48,15,9,4,0.524288,22.7583,ON,223.777,0.023429
72.5,gNB_5G,43,15,10,256,3,2,-47.5,8,9,5,0.323584,1.31667,ON,223.777,0.00289202
72.5,gNB_4G_1,43,15,0,256,3,12,-42.75,1,6,1,0.577536,23.5167,ON,223.777,0.0309702
72.5,gNB_4G_2,43,15,0,256,3,10,-47.7,15,9,4,0.52265,20.85,ON,223.777,0.0233558
73.5,gNB_5G,43,15,10,256,3,2,-47.5,8,9,5,0.315392,1.28333,ON,223.777,0.0028188
73.5,gNB_4G_1,43,15,0,256,3,12,-46.0833,1,6,1,0.578901,24.8167,ON,223.777,0.0310434
73.5,gNB_4G_2,43,15,0,256,3,10,-45.9,15,9,4,0.523469,20.9667,ON,223.777,0.0233924
74.5,gNB_5G,43,15,10,256,3,2,-46.5,8,9,5,0.315392,1.28333,ON,223.777,0.0028188
74.5,gNB_4G_1,43,15,0,256,3,12,-44.4167,1,6,1,0.57344,30.9,ON,223.777,0.0307506
74.5,gNB_4G_2,43,15,0,256,3,10,-46.3,15,9,4,0.52265,21.975,ON,223.777,0.0233558
75.5,gNB_5G,43,15,10,256,3,2,-50,8,10,5,0.270336,2.20833,ON,223.777,0.00241612
75.5,gNB_4G_1,43,15,0,256,3,12,-45.75,2,7,1,0.557056,34.7417,ON,223.777,0.029872
75.5,gNB_4G_2,43,15,0,256,3,11,-47.6364,17,10,5,0.510138,44.8667,ON,223.777,0.0250764
76.5,gNB_5G,43,15,10,256,3,3,-49.3333,9,10,5,0.423253,2.54167,ON,223.777,0.00567421
76.5,gNB_4G_1,43,15,0,256,3,13,-44.0769,2,7,1,0.546343,52.3,ON,223.777,0.031739
76.5,gNB_4G_2,43,15,0,256,3,10,-46.5,17,11,6,0.52265,21.875,ON,223.777,0.0233558
77.5,gNB_5G,43,15,10,256,3,3,-49.3333,9,10,5,0.423253,2.58333,ON,223.777,0.00567421
77.5,gNB_4G_1,43,15,0,256,3,13,-47.1538,2,7,1,0.57533,61.6833,ON,223.777,0.0334229
77.5,gNB_4G_2,43,15,0,256,3,10,-46.6,17,11,6,0.523469,19.5333,ON,223.777,0.0233924
78.5,gNB_5G,43,15,10,256,3,3,-51.3333,9,11,6,0.404139,3.25833,ON,223.777,0.00541796
78.5,gNB_4G_1,43,15,0,256,3,13,-44.8462,2,7,1,0.598016,24.6417,ON,223.777,0.0347408
78.5,gNB_4G_2,43,15,0,256,3,11,-47.0909,18,11,6,0.507904,20.2833,ON,223.777,0.0249665
79.5,gNB_5G,43,15,10,256,3,3,-50.3333,9,11,6,0.524288,3.2,ON,223.777,0.0070287
79.5,gNB_4G_1,43,15,0,256,3,13,-43.9231,2,7,1,0.596756,24.4167,ON,223.777,0.0346676
79.5,gNB_4G_2,43,15,0,256,3,11,-47.6364,18,11,6,0.510138,22.1,ON,223.777,0.0250764
80.5,gNB_5G,43,15,10,256,3,3,-48,9,11,6,0.529749,3.23333,ON,223.777,0.00710192
80.5,gNB_4G_1,43,15,0,256,3,12,-43.4167,2,8,1,0.636245,24.3833,ON,223.777,0.0341185
