time_s,cell,tx_power_dbm,ret_tilt_deg,ret_bearing_deg,ttt_ms,hysteresis_db,num_ues,avg_rsrp_dbm,ho_in_count,ho_out_count,pingpong_count,avg_throughput_mbps,prb_utilization_pct,energy_state,tx_power_watts,energy_efficiency_mbps_per_w
17.5,gNB_4G_2,43,15,0,256,3,2,-55.5,0,0,0,0.475136,2.95,ON,223.777,0.00424651
18.5,gNB_5G,43,15,10,256,3,0,nan,0,0,0,0,0,ON,223.777,0
18.5,gNB_4G_1,43,15,0,256,3,6,-48.1667,0,0,0,0.365909,7.18333,ON,223.777,0.0098109
18.5,gNB_4G_2,43,15,0,256,3,2,-58,0,0,0,0.483328,3,ON,223.777,0.00431972
19.5,gNB_5G,43,15,10,256,3,0,nan,0,0,0,0,0,ON,223.777,0
19.5,gNB_4G_1,43,15,0,256,3,6,-47.3333,0,0,0,0.365909,7.66667,ON,223.777,0.0098109
19.5,gNB_4G_2,43,15,0,256,3,2,-59,0,0,0,0.475136,2.9,ON,223.777,0.00424651
20.5,gNB_5G,43,15,10,256,3,0,nan,0,0,0,0,0,ON,223.777,0
20.5,gNB_4G_1,43,15,0,256,3,6,-46.1667,0,0,0,0.363179,7.15,ON,223.777,0.00973768
20.5,gNB_4G_2,43,15,0,256,3,2,-57.5,0,0,0,0.475136,2.9,ON,223.777,0.00424651
21.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
21.5,gNB_4G_1,43,15,0,256,3,6,-44.5,0,0,0,0.365909,7.025,ON,223.777,0.0098109
21.5,gNB_4G_2,43,15,0,256,3,2,-57,0,0,0,0.483328,2.95,ON,223.777,0.00431972
22.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
22.5,gNB_4G_1,43,15,0,256,3,6,-45.5,0,0,0,0.364544,7.275,ON,223.777,0.00977429
22.5,gNB_4G_2,43,15,0,256,3,3,-61.3333,0,0,0,0.371371,4.20833,ON,223.777,0.00497866
23.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
23.5,gNB_4G_1,43,15,0,256,3,6,-43.6667,0,0,0,0.365909,7.175,ON,223.777,0.0098109
23.5,gNB_4G_2,43,15,0,256,3,3,-59,0,0,0,0.431445,4.325,ON,223.777,0.00578404
24.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
24.5,gNB_4G_1,43,15,0,256,3,6,-42.1667,0,0,0,0.365909,6.98333,ON,223.777,0.0098109
24.5,gNB_4G_2,43,15,0,256,3,3,-59,0,0,0,0.436907,4.39167,ON,223.777,0.00585725
25.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
25.5,gNB_4G_1,43,15,0,256,3,7,-42.5714,0,0,0,0.347575,8.15,ON,223.777,0.0108725
25.5,gNB_4G_2,43,15,0,256,3,3,-59.3333,0,0,0,0.428715,4.40833,ON,223.777,0.00574743
26.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
26.5,gNB_4G_1,43,15,0,256,3,7,-42.4286,0,0,0,0.397897,8.75,ON,223.777,0.0124467
26.5,gNB_4G_2,43,15,0,256,3,3,-59.6667,0,0,0,0.431445,4.35833,ON,223.777,0.00578404
27.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
27.5,gNB_4G_1,43,15,0,256,3,7,-41.8571,0,0,0,0.395557,8.925,ON,223.777,0.0123734
27.5,gNB_4G_2,43,15,0,256,3,3,-58.3333,0,0,0,0.434176,4.38333,ON,223.777,0.00582064
28.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
28.5,gNB_4G_1,43,15,0,256,3,7,-41.1429,0,0,0,0.396727,8.88333,ON,223.777,0.0124101
28.5,gNB_4G_2,43,15,0,256,3,3,-58.6667,0,0,0,0.431445,4.36667,ON,223.777,0.00578404
29.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
29.5,gNB_4G_1,43,15,0,256,3,7,-41.1429,0,0,0,0.397897,8.525,ON,223.777,0.0124467
29.5,gNB_4G_2,43,15,0,256,3,3,-57.3333,0,0,0,0.431445,4.175,ON,223.777,0.00578404
30.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
30.5,gNB_4G_1,43,15,0,256,3,7,-40.5714,0,0,0,0.395557,8.45,ON,223.777,0.0123734
30.5,gNB_4G_2,43,15,0,256,3,3,-56.6667,0,0,0,0.436907,4,ON,223.777,0.00585725
31.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
31.5,gNB_4G_1,43,15,0,256,3,7,-42.2857,0,0,0,0.397897,8.5,ON,223.777,0.0124467
31.5,gNB_4G_2,43,15,0,256,3,3,-55,0,0,0,0.428715,3.925,ON,223.777,0.00574743
32.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
32.5,gNB_4G_1,43,15,0,256,3,9,-42.6667,0,0,0,0.385024,11.4667,ON,223.777,0.0154851
32.5,gNB_4G_2,43,15,0,256,3,3,-55,0,0,0,0.431445,3.95,ON,223.777,0.00578404
33.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
33.5,gNB_4G_1,43,15,0,256,3,9,-42.6667,0,0,0,0.467854,12.85,ON,223.777,0.0188164
33.5,gNB_4G_2,43,15,0,256,3,3,-53.6667,0,0,0,0.436907,4,ON,223.777,0.00585725
34.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
34.5,gNB_4G_1,43,15,0,256,3,10,-45.1,0,0,0,0.43991,13.9417,ON,223.777,0.0196584
34.5,gNB_4G_2,43,15,0,256,3,3,-53.3333,0,0,0,0.428715,3.925,ON,223.777,0.00574743
35.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
35.5,gNB_4G_1,43,15,0,256,3,11,-43.7273,0,0,0,0.435665,15.5333,ON,223.777,0.0214156
35.5,gNB_4G_2,43,15,0,256,3,3,-53.6667,0,0,0,0.431445,3.95,ON,223.777,0.00578404
36.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
36.5,gNB_4G_1,43,15,0,256,3,12,-45.1667,0,0,0,0.458069,18.6833,ON,223.777,0.0245638
36.5,gNB_4G_2,43,15,0,256,3,3,-55,0,0,0,0.436907,4,ON,223.777,0.00585725
37.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
37.5,gNB_4G_1,43,15,0,256,3,12,-45.75,0,0,0,0.494251,19.5583,ON,223.777,0.0265041
37.5,gNB_4G_2,43,15,0,256,3,3,-56,0,0,0,0.428715,3.925,ON,223.777,0.00574743
38.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
38.5,gNB_4G_1,43,15,0,256,3,13,-43.8462,0,0,0,0.486479,20.7167,ON,223.777,0.0282612
38.5,gNB_4G_2,43,15,0,256,3,3,-54,0,0,0,0.431445,3.95,ON,223.777,0.00578404
39.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
39.5,gNB_4G_1,43,15,0,256,3,13,-45.1538,0,0,0,0.519247,22.1,ON,223.777,0.0301648
39.5,gNB_4G_2,43,15,0,256,3,3,-55.6667,0,0,0,0.436907,4,ON,223.777,0.00585725
40.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
40.5,gNB_4G_1,43,15,0,256,3,13,-44.4615,0,0,0,0.519247,21.6917,ON,223.777,0.0301648
40.5,gNB_4G_2,43,15,0,256,3,3,-55.6667,0,0,0,0.428715,3.925,ON,223.777,0.00574743
41.5,gNB_5G,43,15,10,256,3,1,0,0,0,0,0,0,ON,223.777,0
41.5,gNB_4G_1,43,15,0,256,3,13,-44.7692,0,0,0,0.519877,21.1583,ON,223.777,0.0302015
41.5,gNB_4G_2,43,15,0,256,3,3,-57,0,0,0,0.431445,3.975,ON,223.777,0.00578404
42.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
42.5,gNB_4G_1,43,15,0,256,3,13,-44.8462,0,0,0,0.518617,21.1833,ON,223.777,0.0301282
42.5,gNB_4G_2,43,15,0,256,3,3,-57,0,0,0,0.436907,4.05,ON,223.777,0.00585725
43.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
43.5,gNB_4G_1,43,15,0,256,3,13,-44.7692,0,0,0,0.519877,21.7083,ON,223.777,0.0302015
43.5,gNB_4G_2,43,15,0,256,3,3,-55.6667,0,0,0,0.428715,3.925,ON,223.777,0.00574743
44.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
44.5,gNB_4G_1,43,15,0,256,3,12,-45.75,0,1,0,0.555008,21.6083,ON,223.777,0.0297622
44.5,gNB_4G_2,43,15,0,256,3,4,-52.5,1,0,0,0.34816,4.65,ON,223.777,0.00622333
45.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
45.5,gNB_4G_1,43,15,0,256,3,12,-45.1667,0,1,0,0.554325,21.1,ON,223.777,0.0297255
45.5,gNB_4G_2,43,15,0,256,3,4,-53.25,1,0,0,0.350208,4.69167,ON,223.777,0.00625994
46.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
46.5,gNB_4G_1,43,15,0,256,3,12,-45,0,1,0,0.554325,21.725,ON,223.777,0.0297255
46.5,gNB_4G_2,43,15,0,256,3,4,-53.5,1,0,0,0.346112,4.475,ON,223.777,0.00618672
47.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
47.5,gNB_4G_1,43,15,0,256,3,12,-46.75,0,1,0,0.555008,21.25,ON,223.777,0.0297622
47.5,gNB_4G_2,43,15,0,256,3,4,-51.25,1,0,0,0.34816,4.41667,ON,223.777,0.00622333
48.5,gNB_5G,43,15,10,256,3,2,0,0,0,0,0,0,ON,223.777,0
48.5,gNB_4G_1,43,15,0,256,3,13,-46.2308,0,1,0,0.53437,22.3083,ON,223.777,0.0310434
48.5,gNB_4G_2,43,15,0,256,3,4,-51.5,1,0,0,0.352256,4.625,ON,223.777,0.00629654
49.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
49.5,gNB_4G_1,43,15,0,256,3,13,-47.1538,0,1,0,0.560207,23.4417,ON,223.777,0.0325444
49.5,gNB_4G_2,43,15,0,256,3,4,-50,1,0,0,0.346112,4.45,ON,223.777,0.00618672
50.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
50.5,gNB_4G_1,43,15,0,256,3,13,-44.6923,0,1,0,0.561467,23.1833,ON,223.777,0.0326176
50.5,gNB_4G_2,43,15,0,256,3,4,-50.25,1,0,0,0.346112,4.41667,ON,223.777,0.00618672
51.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
51.5,gNB_4G_1,43,15,0,256,3,12,-46.4167,0,2,0,0.579584,22.575,ON,223.777,0.03108
51.5,gNB_4G_2,43,15,0,256,3,5,-49.4,2,0,0,0.344064,5.79167,ON,223.777,0.00768764
52.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
52.5,gNB_4G_1,43,15,0,256,3,12,-45.0833,0,2,0,0.581632,21.9833,ON,223.777,0.0311899
52.5,gNB_4G_2,43,15,0,256,3,5,-49.2,2,0,0,0.340787,5.73333,ON,223.777,0.00761443
53.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
53.5,gNB_4G_1,43,15,0,256,3,12,-45.1667,0,2,0,0.580267,21.6,ON,223.777,0.0311166
53.5,gNB_4G_2,43,15,0,256,3,5,-50,2,0,0,0.340787,6.00833,ON,223.777,0.00761443
54.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
54.5,gNB_4G_1,43,15,0,256,3,12,-43.9167,0,2,0,0.580949,21.7333,ON,223.777,0.0311533
54.5,gNB_4G_2,43,15,0,256,3,5,-50.2,2,0,0,0.344064,6.08333,ON,223.777,0.00768764
55.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
55.5,gNB_4G_1,43,15,0,256,3,13,-43.3077,0,2,0,0.555796,22.8333,ON,223.777,0.0322881
55.5,gNB_4G_2,43,15,0,256,3,5,-48,2,0,0,0.339149,5.94167,ON,223.777,0.00757782
56.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
56.5,gNB_4G_1,43,15,0,256,3,12,-43.3333,0,3,0,0.560469,23.9833,ON,223.777,0.030055
56.5,gNB_4G_2,43,15,0,256,3,7,-51,3,0,0,0.416622,12.225,ON,223.777,0.0130324
57.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
57.5,gNB_4G_1,43,15,0,256,3,12,-43.0833,0,3,0,0.5632,22.4,ON,223.777,0.0302015
57.5,gNB_4G_2,43,15,0,256,3,7,-51,3,0,0,0.479817,16.9833,ON,223.777,0.0150092
58.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
58.5,gNB_4G_1,43,15,0,256,3,11,-44.1818,0,4,0,0.597271,21.475,ON,223.777,0.0293595
58.5,gNB_4G_2,43,15,0,256,3,8,-50.125,4,0,0,0.433152,15.1917,ON,223.777,0.0154851
59.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
59.5,gNB_4G_1,43,15,0,256,3,11,-44.0909,0,4,0,0.598761,21.0333,ON,223.777,0.0294327
59.5,gNB_4G_2,43,15,0,256,3,8,-48.375,4,0,0,0.439296,13.4417,ON,223.777,0.0157048
60.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
60.5,gNB_4G_1,43,15,0,256,3,11,-42.3636,0,4,0,0.595782,22.3083,ON,223.777,0.0292863
60.5,gNB_4G_2,43,15,0,256,3,8,-49.375,4,0,0,0.439296,15.65,ON,223.777,0.0157048
61.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
61.5,gNB_4G_1,43,15,0,256,3,10,-42.9,0,5,0,0.616038,24.525,ON,223.777,0.0275291
61.5,gNB_4G_2,43,15,0,256,3,9,-48.5556,5,0,0,0.426894,16.25,ON,223.777,0.0171691
62.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
62.5,gNB_4G_1,43,15,0,256,3,10,-43.5,0,5,0,0.616858,19.7417,ON,223.777,0.0275657
62.5,gNB_4G_2,43,15,0,256,3,9,-47.8889,5,0,0,0.434176,18.3167,ON,223.777,0.0174619
63.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
63.5,gNB_4G_1,43,15,0,256,3,11,-42.7273,0,5,0,0.565993,20.7583,ON,223.777,0.0278219
63.5,gNB_4G_2,43,15,0,256,3,9,-46.5556,5,0,0,0.436907,16.7167,ON,223.777,0.0175718
64.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
64.5,gNB_4G_1,43,15,0,256,3,11,-42.5455,0,5,0,0.571951,20.4667,ON,223.777,0.0281148
64.5,gNB_4G_2,43,15,0,256,3,9,-46.3333,5,0,0,0.434176,16.9917,ON,223.777,0.0174619
65.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
65.5,gNB_4G_1,43,15,0,256,3,12,-42.8333,0,5,0,0.533163,21.375,ON,223.777,0.0285907
65.5,gNB_4G_2,43,15,0,256,3,9,-46.8889,5,0,0,0.432356,18.8583,ON,223.777,0.0173887
66.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
66.5,gNB_4G_1,43,15,0,256,3,12,-44,0,5,0,0.545451,21.5417,ON,223.777,0.0292496
66.5,gNB_4G_2,43,15,0,256,3,9,-45.4444,5,0,0,0.431445,19.2833,ON,223.777,0.0173521
67.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
67.5,gNB_4G_1,43,15,0,256,3,12,-42.9167,0,5,0,0.54272,21.225,ON,223.777,0.0291032
67.5,gNB_4G_2,43,15,0,256,3,9,-46,5,0,0,0.434176,17.2,ON,223.777,0.0174619
68.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
68.5,gNB_4G_1,43,15,0,256,3,12,-43.25,0,5,0,0.545451,20.875,ON,223.777,0.0292496
68.5,gNB_4G_2,43,15,0,256,3,9,-46.7778,5,0,0,0.434176,17.2917,ON,223.777,0.0174619
69.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
69.5,gNB_4G_1,43,15,0,256,3,12,-41.8333,0,5,0,0.54272,20.8583,ON,223.777,0.0291032
69.5,gNB_4G_2,43,15,0,256,3,9,-46.4444,5,0,0,0.437817,17.0167,ON,223.777,0.0176084
70.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
70.5,gNB_4G_1,43,15,0,256,3,12,-42.6667,0,5,0,0.543403,21.0583,ON,223.777,0.0291398
70.5,gNB_4G_2,43,15,0,256,3,9,-46.2222,5,0,0,0.433266,15.9583,ON,223.777,0.0174253
71.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
71.5,gNB_4G_1,43,15,0,256,3,12,-42.25,0,5,0,0.546133,21.425,ON,223.777,0.0292863
71.5,gNB_4G_2,43,15,0,256,3,9,-45.7778,5,0,0,0.435086,16.4,ON,223.777,0.0174985
72.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
72.5,gNB_4G_1,43,15,0,256,3,12,-42.1667,0,5,0,0.54272,22.1833,ON,223.777,0.0291032
72.5,gNB_4G_2,43,15,0,256,3,9,-47.4444,5,0,0,0.436907,15.9,ON,223.777,0.0175718
73.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
73.5,gNB_4G_1,43,15,0,256,3,12,-46.1667,0,5,0,0.533163,22.2917,ON,223.777,0.0285907
73.5,gNB_4G_2,43,15,0,256,3,9,-44.7778,5,0,0,0.433266,15.025,ON,223.777,0.0174253
74.5,gNB_5G,43,15,10,256,3,3,0,0,0,0,0,0,ON,223.777,0
74.5,gNB_4G_1,43,15,0,256,3,12,-47.9167,0,5,0,0.526336,23.1917,ON,223.777,0.0282246
74.5,gNB_4G_2,43,15,0,256,3,9,-45.1111,5,0,0,0.435996,13.3667,ON,223.777,0.0175351
75.5,gNB_5G,43,15,10,256,3,4,0,0,0,0,0,0,ON,223.777,0
75.5,gNB_4G_1,43,15,0,256,3,12,-48.0833,0,5,0,0.526336,21.85,ON,223.777,0.0282246
75.5,gNB_4G_2,43,15,0,256,3,9,-46.2222,5,0,0,0.435996,13.5333,ON,223.777,0.0175351
76.5,gNB_5G,43,15,10,256,3,4,0,0,0,0,0,0,ON,223.777,0
76.5,gNB_4G_1,43,15,0,256,3,13,-44.2308,0,5,0,0.503493,44.1667,ON,223.777,0.0292496
76.5,gNB_4G_2,43,15,0,256,3,9,-44.8889,5,0,0,0.434176,13.2833,ON,223.777,0.0174619
77.5,gNB_5G,43,15,10,256,3,4,0,0,0,0,0,0,ON,223.777,0
77.5,gNB_4G_1,43,15,0,256,3,13,-47.6154,0,5,0,0.507904,53.275,ON,223.777,0.0295059
77.5,gNB_4G_2,43,15,0,256,3,9,-45.1111,5,0,0,0.435086,12.8083,ON,223.777,0.0174985
78.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
78.5,gNB_4G_1,43,15,0,256,3,13,-45.6923,0,5,0,0.501602,22.2833,ON,223.777,0.0291398
78.5,gNB_4G_2,43,15,0,256,3,9,-45.8889,5,0,0,0.436907,13.8833,ON,223.777,0.0175718
79.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
79.5,gNB_4G_1,43,15,0,256,3,13,-43.2308,0,5,0,0.485849,24.7333,ON,223.777,0.0282246
79.5,gNB_4G_2,43,15,0,256,3,9,-46.5556,5,0,0,0.433266,14.9167,ON,223.777,0.0174253
80.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
80.5,gNB_4G_1,43,15,0,256,3,12,-42.8333,0,6,0,0.487424,26.8333,ON,223.777,0.026138
80.5,gNB_4G_2,43,15,0,256,3,10,-44.7,6,0,0,0.480051,14.1083,ON,223.777,0.0214522
81.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
81.5,gNB_4G_1,43,15,0,256,3,12,-43,0,6,0,0.486059,18.5333,ON,223.777,0.0260648
81.5,gNB_4G_2,43,15,0,256,3,10,-46.3,6,0,0,0.474317,17.9,ON,223.777,0.0211959
82.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
82.5,gNB_4G_1,43,15,0,256,3,12,-42.5,0,6,0,0.486059,18.575,ON,223.777,0.0260648
82.5,gNB_4G_2,43,15,0,256,3,10,-44.7,6,0,0,0.473498,17.475,ON,223.777,0.0211593
83.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
83.5,gNB_4G_1,43,15,0,256,3,13,-44.6154,0,6,0,0.447409,22.7,ON,223.777,0.0259916
83.5,gNB_4G_2,43,15,0,256,3,10,-44.5,6,0,0,0.471859,17.5,ON,223.777,0.0210861
84.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
84.5,gNB_4G_1,43,15,0,256,3,12,-44.0833,0,7,0,0.426667,29.3417,ON,223.777,0.0228799
84.5,gNB_4G_2,43,15,0,256,3,11,-45.2727,7,0,0,0.495244,21.0333,ON,223.777,0.0243442
85.5,gNB_5G,43,15,10,256,3,5,0,0,0,0,0,0,ON,223.777,0
