time_s,ue,serving_cell,rsrp_serving_dbm,neighbor_cell,rsrp_neighbor_dbm,dl_throughput_mbps,ho_count,seconds_since_ho,is_pingpong,dl_sinr_db,dl_mcs
16.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-72,0.393216,0,-1,0,35.3297,28
16.5,car_north_peak_004,gNB_4G_1,-48,gNB_4G_2,-77,0.16384,0,-1,0,61.8516,28
16.5,car_north_peak_005,gNB_4G_1,-48,gNB_4G_2,-78,0.4096,0,-1,0,30.5463,28
17.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-70,0.270336,0,-1,0,35.9408,28
17.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-76,0.098304,0,-1,0,72.6093,28
17.5,car_north_peak_002_rider,gNB_4G_1,-41,gNB_4G_2,-64,0.319488,0,-1,0,67.9154,0
17.5,car_north_peak_003_rider,gNB_4G_1,-52,gNB_5G,-76,0.8192,0,-1,0,60.9945,28
17.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-74,0.679936,0,-1,0,50.4148,28
17.5,ue_ujeongwon_0001,gNB_4G_1,-55,gNB_5G,-74,0.385024,0,-1,0,55.6199,28
17.5,car_north_peak_004,gNB_4G_1,-47,gNB_4G_2,-77,0.155648,0,-1,0,62.2639,28
17.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.4096,0,-1,0,61.4039,28
18.5,ue_n042_0001,gNB_4G_2,-57,gNB_5G,-68,0.278528,0,-1,0,39.8609,28
18.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-77,0.098304,0,-1,0,70.4493,28
18.5,car_north_peak_002_rider,gNB_4G_1,-51,gNB_4G_2,-63,0.311296,0,-1,0,71.4278,0
18.5,car_north_peak_003_rider,gNB_4G_1,-50,gNB_5G,-75,0.8192,0,-1,0,66.0759,28
18.5,ue_n042_0002,gNB_4G_2,-59,gNB_5G,-65,0.688128,0,-1,0,52.2982,28
18.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-80,0.393216,0,-1,0,53.6631,28
18.5,car_north_peak_004,gNB_4G_1,-47,gNB_5G,-76,0.16384,0,-1,0,63.1555,28
18.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-79,0.4096,0,-1,0,63.7206,28
19.5,ue_n042_0001,gNB_4G_2,-58,gNB_5G,-72,0.270336,0,-1,0,45.3972,28
19.5,car_north_peak_001,gNB_4G_1,-41,gNB_5G,-79,0.098304,0,-1,0,76.8352,28
19.5,car_north_peak_002_rider,gNB_4G_1,-47,gNB_4G_2,-62,0.319488,0,-1,0,72.7984,0
19.5,car_north_peak_003_rider,gNB_4G_1,-45,gNB_4G_2,-64,0.8192,0,-1,0,65.9247,28
19.5,ue_n042_0002,gNB_4G_2,-60,gNB_5G,-68,0.679936,0,-1,0,50.3389,28
19.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-70,0.393216,0,-1,0,56.6487,28
19.5,car_north_peak_004,gNB_4G_1,-46,gNB_5G,-71,0.155648,0,-1,0,66.654,28
19.5,car_north_peak_005,gNB_4G_1,-49,gNB_5G,-75,0.4096,0,-1,0,38.8437,28
20.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-71,0.270336,0,-1,0,41.3191,28
20.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-83,0.090112,0,-1,0,74.2455,28
20.5,car_north_peak_002_rider,gNB_4G_1,-43,gNB_4G_2,-77,0.311296,0,-1,0,63.6306,0
20.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-61,0.8192,0,-1,0,63.7989,28
20.5,ue_n042_0002,gNB_4G_2,-59,gNB_5G,-70,0.679936,0,-1,0,53.7785,28
20.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-70,0.385024,0,-1,0,55.3125,28
20.5,car_north_peak_004,gNB_4G_1,-45,gNB_4G_2,-72,0.16384,0,-1,0,67.7229,28
20.5,car_north_peak_005,gNB_4G_1,-48,gNB_5G,-77,0.4096,0,-1,0,61.1446,28
21.5,ue_n042_0001,gNB_4G_2,-56,gNB_5G,-64,0.278528,0,-1,0,43.9266,28
21.5,car_north_peak_001,gNB_4G_1,-40,gNB_4G_2,-83,0.098304,0,-1,0,79.5628,28
21.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_5G,-78,0.311296,0,-1,0,52.3371,0
21.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_4G_2,-64,0.8192,0,-1,0,70.6194,28
21.5,ue_n042_0002,gNB_4G_2,-58,gNB_5G,-68,0.688128,0,-1,0,51.3401,28
21.5,ue_ujeongwon_0001,gNB_4G_1,-54,gNB_5G,-66,0.393216,0,-1,0,37.0437,28
21.5,car_north_peak_004,gNB_4G_1,-43,gNB_4G_2,-64,0.16384,0,-1,0,67.3388,28
21.5,car_north_peak_005,gNB_4G_1,-51,gNB_5G,-74,0.4096,0,-1,0,58.4049,28
21.5,ue_n043_0001,gNB_4G_2,-66,gNB_5G,-71,0.155648,1,0.0399284,0,50.2244,28
22.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-68,0.270336,0,-1,0,57.6633,28
22.5,car_north_peak_001,gNB_4G_1,-41,gNB_4G_2,-82,0.098304,0,-1,0,76.2009,28
22.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-82,0.319488,0,-1,0,73.9313,0
22.5,car_north_peak_003_rider,gNB_4G_1,-43,gNB_4G_2,-62,0.8192,0,-1,0,71.9258,28
22.5,ue_n042_0002,gNB_4G_2,-60,gNB_5G,-72,0.679936,0,-1,0,57.8064,28
22.5,ue_ujeongwon_0001,gNB_4G_1,-56,gNB_5G,-83,0.385024,0,-1,0,58.6884,28
22.5,car_north_peak_004,gNB_4G_1,-41,gNB_4G_2,-64,0.155648,0,-1,0,64.7303,28
22.5,car_north_peak_005,gNB_4G_1,-54,gNB_4G_2,-71,0.4096,0,-1,0,25.6746,25
22.5,ue_n043_0001,gNB_4G_2,-64,gNB_5G,-70,0.360448,1,1.03993,0,50.4915,28
22.5,ue_n042_0003,gNB_4G_2,-69,gNB_5G,-70,0.16384,0,-1,0,22.9136,25
23.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-68,0.270336,0,-1,0,40.1658,28
23.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-69,0.098304,0,-1,0,77.8925,28
23.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-77,0.311296,0,-1,0,73.9456,0
23.5,car_north_peak_003_rider,gNB_4G_1,-44,gNB_4G_2,-67,0.8192,0,-1,0,72.8057,28
23.5,ue_n042_0002,gNB_4G_2,-54,gNB_5G,-69,0.679936,0,-1,0,52.9505,28
23.5,ue_ujeongwon_0001,gNB_4G_1,-55,gNB_4G_2,-89,0.393216,0,-1,0,58.8004,28
23.5,car_north_peak_004,gNB_4G_1,-40,gNB_4G_2,-66,0.16384,0,-1,0,70.3614,28
23.5,car_north_peak_005,gNB_4G_1,-47,gNB_4G_2,-65,0.4096,0,-1,0,62.1169,28
23.5,ue_n043_0001,gNB_4G_2,-60,gNB_4G_1,-68,0.352256,1,2.03993,0,50.4006,28
23.5,ue_n042_0003,gNB_4G_2,-68,gNB_5G,-70,0.344064,0,-1,0,42.7643,28
24.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-71,0.278528,0,-1,0,34.3234,28
24.5,car_north_peak_001,gNB_4G_1,-36,gNB_5G,-66,0.090112,0,-1,0,75.1621,28
24.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_4G_2,-84,0.319488,0,-1,0,75.5221,0
24.5,car_north_peak_003_rider,gNB_4G_1,-43,gNB_5G,-78,0.8192,0,-1,0,38.2389,28
24.5,ue_n042_0002,gNB_4G_2,-56,gNB_5G,-64,0.688128,0,-1,0,55.7327,28
24.5,ue_ujeongwon_0001,gNB_4G_1,-53,gNB_4G_2,-89,0.393216,0,-1,0,59.3769,28
24.5,car_north_peak_004,gNB_4G_1,-42,gNB_4G_2,-63,0.16384,0,-1,0,71.5632,28
24.5,car_north_peak_005,gNB_4G_1,-40,gNB_4G_2,-67,0.4096,0,-1,0,65.8343,28
24.5,ue_n043_0001,gNB_4G_2,-60,gNB_4G_1,-69,0.360448,1,3.03993,0,55.9268,28
24.5,ue_n042_0003,gNB_4G_2,-68,gNB_5G,-67,0.344064,0,-1,0,45.8465,28
25.5,ue_n042_0001,gNB_4G_2,-58,gNB_5G,-74,0.270336,0,-1,0,36.9431,28
25.5,car_north_peak_001,gNB_4G_1,-36,gNB_5G,-66,0.098304,0,-1,0,78.1233,28
25.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_4G_2,-83,0.311296,0,-1,0,79.5665,0
25.5,car_north_peak_003_rider,gNB_4G_1,-39,gNB_5G,-78,0.8192,0,-1,0,72.3359,28
25.5,ue_n042_0002,gNB_4G_2,-54,gNB_5G,-68,0.679936,0,-1,0,51.9829,28
25.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_4G_2,-89,0.385024,0,-1,0,37.6419,28
25.5,car_north_peak_004,gNB_4G_1,-42,gNB_4G_2,-63,0.155648,0,-1,0,70.6762,28
25.5,car_north_peak_005,gNB_4G_1,-40,gNB_4G_2,-68,0.4096,0,-1,0,25.1474,27
25.5,ue_n043_0001,gNB_4G_2,-56,gNB_4G_1,-64,0.352256,1,4.03993,0,50.203,28
25.5,ue_n042_0003,gNB_4G_2,-67,gNB_5G,-65,0.335872,0,-1,0,21.4381,22
25.5,ue_n001_0001,gNB_4G_1,-51,gNB_5G,-83,0.253952,0,-1,0,59.2514,28
26.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-69,0.270336,0,-1,0,40.3438,28
26.5,car_north_peak_001,gNB_4G_1,-35,gNB_5G,-64,0.098304,0,-1,0,75.8689,28
26.5,car_north_peak_002_rider,gNB_4G_1,-40,gNB_4G_2,-82,0.319488,0,-1,0,76.2015,0
26.5,car_north_peak_003_rider,gNB_4G_1,-38,gNB_5G,-82,0.8192,0,-1,0,70.4383,28
26.5,ue_n042_0002,gNB_4G_2,-57,gNB_5G,-71,0.679936,0,-1,0,56.259,28
26.5,ue_ujeongwon_0001,gNB_4G_1,-49,gNB_4G_2,-89,0.393216,0,-1,0,35.8948,28
26.5,car_north_peak_004,gNB_4G_1,-41,gNB_4G_2,-72,0.16384,0,-1,0,66.4455,28
26.5,car_north_peak_005,gNB_4G_1,-45,gNB_4G_2,-63,0.4096,0,-1,0,68.887,28
26.5,ue_n043_0001,gNB_4G_2,-59,gNB_4G_1,-60,0.352256,1,5.03993,0,56.2933,28
26.5,ue_n042_0003,gNB_4G_2,-66,gNB_5G,-67,0.344064,0,-1,0,30.2845,27
26.5,ue_n001_0001,gNB_4G_1,-49,gNB_4G_2,-80,0.581632,0,-1,0,67.5891,28
27.5,ue_n042_0001,gNB_4G_2,-55,gNB_5G,-71,0.278528,0,-1,0,46.1412,28
27.5,car_north_peak_001,gNB_4G_1,-37,gNB_5G,-65,0.098304,0,-1,0,73.9124,28
27.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-69,0.311296,0,-1,0,77.8981,0
27.5,car_north_peak_003_rider,gNB_4G_1,-42,gNB_5G,-80,0.8192,0,-1,0,61.541,28
27.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-72,0.688128,0,-1,0,53.7486,28
27.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_4G_2,-88,0.385024,0,-1,0,33.3368,28
27.5,car_north_peak_004,gNB_4G_1,-38,gNB_5G,-77,0.155648,0,-1,0,69.6891,28
27.5,car_north_peak_005,gNB_4G_1,-41,gNB_4G_2,-61,0.4096,0,-1,0,67.6481,28
27.5,ue_n043_0001,gNB_4G_2,-55,gNB_4G_1,-58,0.344064,1,6.03993,0,57.4764,28
27.5,ue_n042_0003,gNB_4G_2,-65,gNB_5G,-66,0.335872,0,-1,0,26.6355,24
27.5,ue_n001_0001,gNB_4G_1,-45,gNB_5G,-76,0.589824,0,-1,0,61.5403,28
28.5,ue_n042_0001,gNB_4G_2,-53,gNB_5G,-71,0.270336,0,-1,0,57.9856,28
28.5,car_north_peak_001,gNB_4G_1,-38,gNB_5G,-67,0.090112,0,-1,0,74.0457,28
28.5,car_north_peak_002_rider,gNB_4G_1,-36,gNB_5G,-66,0.319488,0,-1,0,58.0989,0
28.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_4G_2,-83,0.8192,0,-1,0,78.0682,28
28.5,ue_n042_0002,gNB_4G_2,-57,gNB_5G,-72,0.679936,0,-1,0,38.771,28
28.5,ue_ujeongwon_0001,gNB_4G_1,-51,gNB_4G_2,-80,0.393216,0,-1,0,59.0121,26
28.5,car_north_peak_004,gNB_4G_1,-38,gNB_5G,-75,0.16384,0,-1,0,76.1717,28
28.5,car_north_peak_005,gNB_4G_1,-41,gNB_4G_2,-61,0.4096,0,-1,0,49.4516,28
28.5,ue_n043_0001,gNB_4G_2,-53,gNB_4G_1,-65,0.344064,1,7.03993,0,55.621,28
28.5,ue_n042_0003,gNB_4G_2,-66,gNB_5G,-69,0.344064,0,-1,0,45.7411,28
28.5,ue_n001_0001,gNB_4G_1,-44,gNB_5G,-75,0.581632,0,-1,0,64.62,28
29.5,ue_n042_0001,gNB_4G_2,-53,gNB_5G,-67,0.270336,0,-1,0,45.7785,28
29.5,car_north_peak_001,gNB_4G_1,-35,gNB_4G_2,-81,0.098304,0,-1,0,71.7076,28
29.5,car_north_peak_002_rider,gNB_4G_1,-38,gNB_5G,-67,0.311296,0,-1,0,75.9523,0
29.5,car_north_peak_003_rider,gNB_4G_1,-39,gNB_4G_2,-82,0.8192,0,-1,0,71.7476,28
29.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-69,0.679936,0,-1,0,56.1389,28
29.5,ue_ujeongwon_0001,gNB_4G_1,-45,gNB_4G_2,-78,0.393216,0,-1,0,66.8636,28
29.5,car_north_peak_004,gNB_4G_1,-44,gNB_5G,-76,0.16384,0,-1,0,75.4661,28
29.5,car_north_peak_005,gNB_4G_1,-42,gNB_4G_2,-73,0.4096,0,-1,0,72.8048,28
29.5,ue_n043_0001,gNB_4G_2,-55,gNB_4G_1,-65,0.360448,1,8.03993,0,56.9197,28
29.5,ue_n042_0003,gNB_4G_2,-64,gNB_5G,-66,0.344064,0,-1,0,46.7404,28
29.5,ue_n001_0001,gNB_4G_1,-45,gNB_4G_2,-80,0.589824,0,-1,0,64.4549,28
30.5,ue_n042_0001,gNB_4G_2,-52,gNB_5G,-70,0.278528,0,-1,0,42.8367,28
30.5,car_north_peak_001,gNB_4G_1,-37,gNB_5G,-83,0.098304,0,-1,0,72.8959,28
30.5,car_north_peak_002_rider,gNB_4G_1,-35,gNB_5G,-71,0.319488,0,-1,0,77.081,0
30.5,car_north_peak_003_rider,gNB_4G_1,-36,gNB_4G_2,-83,0.8192,0,-1,0,55.0295,28
30.5,ue_n042_0002,gNB_4G_2,-55,gNB_5G,-71,0.688128,0,-1,0,58.7009,28
30.5,ue_ujeongwon_0001,gNB_4G_1,-47,gNB_4G_2,-76,0.385024,0,-1,0,65.3604,27
30.5,car_north_peak_004,gNB_4G_1,-39,gNB_4G_2,-83,0.155648,0,-1,0,74.7735,28
30.5,car_north_peak_005,gNB_4G_1,-40,gNB_5G,-74,0.4096,0,-1,0,72.786,28
30.5,ue_n043_0001,gNB_4G_2,-54,gNB_4G_1,-69,0.352256,1,9.03993,0,55.6199,28
30.5,ue_n042_0003,gNB_4G_2,-64,gNB_5G,-67,0.344064,0,-1,0,45.4797,28
30.5,ue_n001_0001,gNB_4G_1,-50,gNB_5G,-77,0.581632,0,-1,0,60.4304,28
31.5,ue_n042_0001,gNB_4G_2,-53,gNB_5G,-67,0.270336,0,-1,0,57.9266,28
31.5,car_north_peak_001,gNB_4G_1,-37,gNB_5G,-83,0.098304,0,-1,0,69.4735,28
31.5,car_north_peak_002_rider,gNB_4G_1,-39,gNB_5G,-69,0.311296,0,-1,0,76.0193,0
31.5,car_north_peak_003_rider,gNB_4G_1,-37,gNB_5G,-75,0.8192,0,-1,0,78.0003,28
31.5,ue_n042_0002,gNB_4G_2,-51,gNB_5G,-76,0.679936,0,-1,0,57.3784,28
31.5,ue_ujeongwon_0001,gNB_4G_1,-52,gNB_4G_2,-84,0.393216,0,-1,0,69.0095,28
31.5,car_north_peak_004,gNB_4G_1,-40,gNB_4G_2,-84,0.16384,0,-1,0,74.7225,28
31.5,car_north_peak_005,gNB_4G_1,-40,gNB_5G,-76,0.4096,0,-1,0,49.8131,28
31.5,ue_n043_0001,gNB_4G_2,-55,gNB_4G_1,-66,0.360448,1,10.0399,0,56.7068,28
31.5,ue_n042_0003,gNB_4G_2,-63,gNB_5G,-70,0.335872,0,-1,0,28.4429,28
31.5,ue_n001_0001,gNB_4G_1,-51,gNB_5G,-75,0.589824,0,-1,0,69.0082,28
32.5,ue_n042_0001,gNB_4G_2,-52,gNB_5G,-73,0.270336,0,-1,0,46.4352,28
32.5,car_north_peak_001,gNB_4G_1,-43,gNB_4G_2,-84,0.098304,0,-1,0,72.1795,28
32.5,car_north_peak_002_rider,gNB_4G_1,-36,gNB_5G,-64,0.319488,0,-1,0,76.1611,0
32.5,car_north_peak_003_rider,gNB_4G_1,-40,gNB_5G,-68,0.8192,0,-1,0,74.2634,28
32.5,ue_n042_0002,gNB_4G_2,-52,gNB_5G,-68,0.679936,0,-1,0,58.6017,28
32.5,ue_ujeongwon_0001,gNB_4G_1,-43,gNB_4G_2,-88,0.393216,0,-1,0,64.0957,28
32.5,car_north_peak_004,gNB_4G_1,-39,gNB_4G_2,-83,0.155648,0,-1,0,75.4057,28
32.5,car_north_peak_005,gNB_4G_1,-39,gNB_5G,-76,0.4096,0,-1,0,73.9401,28
32.5,ue_n043_0001,gNB_4G_2,-54,gNB_5G,-70,0.352256,1,11.0399,0,56.0286,28
32.5,ue_n042_0003,gNB_4G_2,-61,gNB_5G,-71,0.344064,0,-1,0,48.2583,28
32.5,ue_n001_0001,gNB_4G_1,-43,gNB_5G,-79,0.581632,0,-1,0,62.3548,28
32.5,ue_n001_0002,gNB_4G_1,-41,gNB_4G_2,-81,0.303104,0,-1,0,70.4522,28
